item_id,run_id,repetition_index,generated_question,generated_answer,generated_correct_answer,status,error_log,included_in_avg,score_l2_1_contract,score_l2_2_purity,score_l3_total,score_l3_1_internal,score_l3_2_external,score_l4_total,score_l4_1_numeric,score_l4_2_visual,score_l4_3_artifacts,score_l4_4_mqi,score_math_total,score_math_quality,score_math_difficulty,score_math_sympy_verified,score_math_hygiene_score,score_math_is,complexity_math_ops,complexity_inference_steps,complexity_ast_nodes,complexity_loop_depth,student_input_test,student_input_result,exec_time_ms
4cccd998-5bee-409a-a1b9-12622c088761,3dafa63a-e307-4427-996a-c3ae78e0d3b4,2,,,,ERROR,"SyntaxError: invalid syntax (<string>, line 1)",0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,False,15,0.0,0,0,0,0,,,0.0
fb2a8959-d0da-4cd1-9947-8335508ec0af,3dafa63a-e307-4427-996a-c3ae78e0d3b4,3,,,,ERROR,"SyntaxError: invalid syntax (<string>, line 1)",0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,False,15,0.0,0,0,0,0,,,0.0
851bdd19-a802-4093-be6a-24cf05840e33,2bd18976-2940-4d00-a9bc-4cc9ad12cad4,1,計算 $$[((-6) \times 3) + 14] \div 4 - |(-7) \times (-9) - 4 + (-5)| + (3 \times 3 - 5)$$ 的值。,,-51,PASS,,1,7.5,7.5,20.0,10.0,10.0,28.0,5,3,5,5.0,48.0,0.0,0.0,True,15,10.0,18,6,3522,1,✓ 標準形式 | ✓ 小數形式 | ✓ 省略乘號 | ✓ 明顯錯誤,PASS,0.03
03d812c4-0e70-47dd-b39d-39fd7dbb084e,2bd18976-2940-4d00-a9bc-4cc9ad12cad4,2,計算 $$[(7 \times 3) + (-2)] \div 19 - |8 \times 2 - 20 + 1| + ((-2) \times 2 - 6)$$ 的值。,,-12,PASS,,1,7.5,7.5,20.0,10.0,10.0,28.0,5,3,5,5.0,48.0,0.0,0.0,True,15,10.0,16,6,3522,1,✓ 標準形式 | ✓ 小數形式 | ✓ 省略乘號 | ✓ 明顯錯誤,PASS,0.04
2f4fd521-9c97-48ce-b99a-c194d40b6349,2bd18976-2940-4d00-a9bc-4cc9ad12cad4,3,計算 $$[(36 \times 5) + 29] \div 19 - |5 \times (-2) - 10 + 1| + (8 \times 4 - 6)$$ 的值。,,18,PASS,,1,7.5,7.5,20.0,10.0,10.0,28.0,5,3,5,5.0,48.0,0.0,0.0,True,15,10.0,15,6,3522,1,✓ 標準形式 | ✓ 小數形式 | ✓ 省略乘號 | ✓ 明顯錯誤,PASS,0.04
8bfc3561-7725-4182-be5a-a219fdc1d614,de049e31-5def-494e-9861-62d8a0ca7edb,1,計算 $$[((-30) \times 3) + 13] \div 7 - |14 \times (-7) - 1 + (-7)| + (8 \times 4 - 2)$$ 的值。,,-87,PASS,,1,7.5,7.5,20.0,10.0,10.0,28.0,5,3,5,5.0,48.0,0.0,0.0,True,15,10.0,17,6,3499,1,✓ 標準形式 | ✓ 小數形式 | ✓ 省略乘號 | ✓ 明顯錯誤,PASS,0.04
dda19533-99d6-41a4-aade-c077664afa7d,de049e31-5def-494e-9861-62d8a0ca7edb,2,計算 $$[((-31) \times 3) + 12] \div 9 - |4 \times 2 - 16 + (-9)| + ((-7) \times 4 - 8)$$ 的值。,,-62,PASS,,1,7.5,7.5,20.0,10.0,10.0,28.0,5,3,5,5.0,48.0,0.0,0.0,True,15,10.0,17,6,3499,1,✓ 標準形式 | ✓ 小數形式 | ✓ 省略乘號 | ✓ 明顯錯誤,PASS,0.04
c55bf5bd-b984-4267-a2ae-5c2a3f4955fc,de049e31-5def-494e-9861-62d8a0ca7edb,3,計算 $$[(20 \times 4) + (-20)] \div 20 - |8 \times (-6) - 12 + (-4)| + (7 \times 3 - 3)$$ 的值。,,-43,PASS,,1,7.5,7.5,20.0,10.0,10.0,28.0,5,3,5,5.0,48.0,0.0,0.0,True,15,10.0,17,6,3499,1,✓ 標準形式 | ✓ 小數形式 | ✓ 省略乘號 | ✓ 明顯錯誤,PASS,0.03
2b19d923-03c1-49e3-8eb3-55b5752e7b33,e39f219e-17b0-4ace-89bb-30fe97068c21,1,[17+(-5)] ÷ -1 × 1 + |(-20) × 12 - (-23)|,,205,PASS,,1,7.5,7.5,20.0,10.0,10.0,15.67,5,3,5,2.67,35.67,0.0,0.0,True,15,0.0,8,0,420,1,✓ 標準形式 | ✓ 小數形式 | ✓ 省略乘號 | ✓ 明顯錯誤,PASS,0.01
c8755a25-0375-4493-a09a-bbf9dae3f91d,e39f219e-17b0-4ace-89bb-30fe97068c21,2,[(-15)-14] ÷ 1 × -2 + |30 × (-25) - (-2)|,,806,PASS,,1,7.5,7.5,20.0,10.0,10.0,16.0,5,3,5,3.0,36.0,0.0,0.0,True,15,0.0,9,0,420,1,✓ 標準形式 | ✓ 小數形式 | ✓ 省略乘號 | ✓ 明顯錯誤,PASS,0.01
5054eef3-4f44-45e7-8b68-7fddd9df1c69,e39f219e-17b0-4ace-89bb-30fe97068c21,3,[0+7] ÷ 1 × -8 + |3 × 11 - (-1)|,,-22,PASS,,1,7.5,7.5,20.0,10.0,10.0,15.33,5,3,5,2.33,35.33,0.0,0.0,True,15,0.0,7,0,420,1,✓ 標準形式 | ✓ 小數形式 | ✓ 省略乘號 | ✓ 明顯錯誤,PASS,0.01
25e37504-754d-4588-b856-631005ae06db,a4aca7bb-f5f1-4917-becc-70bd0a5e8bc6,1,計算 $$- [(71 \times 3) + 7] \div 20 + |8 \times (-2) - 15 + (-8)| - (10 \times 5 - 9) + 38$$ 的值。,,25,PASS,,1,7.5,7.5,20.0,10.0,10.0,28.0,5,3,5,5.0,48.0,0.0,0.0,True,15,10.0,17,5,3515,1,✓ 標準形式 | ✓ 小數形式 | ✓ 省略乘號 | ✓ 明顯錯誤,PASS,0.03
060a69b6-e979-4ffa-a314-ea51a3ff4e14,a4aca7bb-f5f1-4917-becc-70bd0a5e8bc6,2,計算 $$- [((-78) \times 2) + 6] \div 25 + |13 \times 7 - 19 + 3| - (8 \times 5 - 3) + 9$$ 的值。,,53,PASS,,1,7.5,7.5,20.0,10.0,10.0,28.0,5,3,5,5.0,48.0,0.0,0.0,True,15,10.0,16,5,3515,1,✓ 標準形式 | ✓ 小數形式 | ✓ 省略乘號 | ✓ 明顯錯誤,PASS,0.04
21e9aab0-a242-481b-9c02-2e8adf30d333,a4aca7bb-f5f1-4917-becc-70bd0a5e8bc6,3,計算 $$- [((-17) \times 3) + 9] \div 6 + |4 \times (-3) - 6 + 3| - ((-10) \times 4 - 8) + 47$$ 的值。,,117,PASS,,1,7.5,7.5,20.0,10.0,10.0,28.0,5,3,5,5.0,48.0,0.0,0.0,True,15,10.0,18,5,3515,1,✓ 標準形式 | ✓ 小數形式 | ✓ 省略乘號 | ✓ 明顯錯誤,PASS,0.04
c7a17417-48e5-4f79-8fe5-3eed9b649f28,fcb86503-cb6d-49fe-ba62-5623da0813c3,1,計算 $$- [((-33) \times 4) + 12] \div 12 + |(-6) \times 4 - 20 + (-3)| - (6 \times 2 - 8) + 38$$ 的值。,,91,PASS,,1,7.5,7.5,20.0,10.0,10.0,28.0,5,3,5,5.0,48.0,0.0,0.0,True,15,10.0,18,5,3516,1,✓ 標準形式 | ✓ 小數形式 | ✓ 省略乘號 | ✓ 明顯錯誤,PASS,0.03
e6c0bf8f-e6b9-42fa-8667-008de2f7b981,fcb86503-cb6d-49fe-ba62-5623da0813c3,2,計算 $$- [(19 \times 3) + 13] \div 5 + |1 \times (-7) - 13 + 3| - (2 \times 2 - 10) + 45$$ 的值。,,54,PASS,,1,7.5,7.5,20.0,10.0,10.0,28.0,5,3,5,5.0,48.0,0.0,0.0,True,15,10.0,16,5,3516,1,✓ 標準形式 | ✓ 小數形式 | ✓ 省略乘號 | ✓ 明顯錯誤,PASS,0.03
f4dd0d51-69c9-4399-9291-cb3e284d5760,fcb86503-cb6d-49fe-ba62-5623da0813c3,3,計算 $$- [((-8) \times 4) + (-10)] \div 3 + |5 \times (-6) - 6 + (-5)| - ((-5) \times 4 - 7) + 8$$ 的值。,,90,PASS,,1,7.5,7.5,20.0,10.0,10.0,28.0,5,3,5,5.0,48.0,0.0,0.0,True,15,10.0,20,5,3516,1,✓ 標準形式 | ✓ 小數形式 | ✓ 省略乘號 | ✓ 明顯錯誤,PASS,0.03
