case_id,dataset,task_id,sample_idx,model,raw_pass,healed_pass,raw_error,healed_error,raw_path,healed_path,normalized_diff_path,pairing_status,raw_failure_stage,healed_failure_stage,raw_error_type,healed_error_type,healer_triggered,rules_triggered,code_changed,rollback,root_cause,failure_layer,eligibility,unique_fix,needs_semantic_reasoning,needs_reference_answer,why_fail_to_fail,recommended_action,evidence_notes,classification_confidence
qwen8b_humaneval_HumanEval_130__s0,humaneval,HumanEval/130,0,qwen3-8b,False,False,"fail: base=fail,plus=fail","fail: base=fail,plus=fail",G:\我的雲端硬碟\科展 AI\AST_exp_result_official\qwen8b_nothink_humaneval_164\raw_outputs\humaneval\qwen3-8b\Ab2g\HumanEval_130__s0.py,G:\我的雲端硬碟\科展 AI\AST_exp_result_official\qwen8b_nothink_humaneval_164\healed_outputs\humaneval\qwen3-8b\Ab3\HumanEval_130__s0.py,,complete,base+plus,base+plus,fail,fail,true,ast,false,false,raw code is syntactically well-formed and the healer made no changes (code_changed=false); the residual test failure reflects a pre-existing logic/algorithm defect in the generated solution rather than a structural or syntactic issue,algorithmic_semantic,ineligible,false,true,true,semantic_error,no safe rule possible - requires understanding/knowing the intended algorithm to correct wrong output; not a target for a deterministic local AST rule,"code_changed=false and rules_triggered='ast' with healer_triggered=true; test failure stage=base+plus (raw_error='fail: base=fail,plus=fail', healed_error='fail: base=fail,plus=fail') indicates a functional/output-correctness failure, not an exception, with no code edit made by the healer.",medium
qwen8b_humaneval_HumanEval_132__s0,humaneval,HumanEval/132,0,qwen3-8b,False,False,"fail: base=fail,plus=fail","fail: base=fail,plus=fail",G:\我的雲端硬碟\科展 AI\AST_exp_result_official\qwen8b_nothink_humaneval_164\raw_outputs\humaneval\qwen3-8b\Ab2g\HumanEval_132__s0.py,G:\我的雲端硬碟\科展 AI\AST_exp_result_official\qwen8b_nothink_humaneval_164\healed_outputs\humaneval\qwen3-8b\Ab3\HumanEval_132__s0.py,,complete,base+plus,base+plus,fail,fail,true,ast,false,false,raw code is syntactically well-formed and the healer made no changes (code_changed=false); the residual test failure reflects a pre-existing logic/algorithm defect in the generated solution rather than a structural or syntactic issue,algorithmic_semantic,ineligible,false,true,true,semantic_error,no safe rule possible - requires understanding/knowing the intended algorithm to correct wrong output; not a target for a deterministic local AST rule,"code_changed=false and rules_triggered='ast' with healer_triggered=true; test failure stage=base+plus (raw_error='fail: base=fail,plus=fail', healed_error='fail: base=fail,plus=fail') indicates a functional/output-correctness failure, not an exception, with no code edit made by the healer.",medium
qwen8b_humaneval_HumanEval_134__s0,humaneval,HumanEval/134,0,qwen3-8b,False,False,"fail: base=fail,plus=fail","fail: base=fail,plus=fail",G:\我的雲端硬碟\科展 AI\AST_exp_result_official\qwen8b_nothink_humaneval_164\raw_outputs\humaneval\qwen3-8b\Ab2g\HumanEval_134__s0.py,G:\我的雲端硬碟\科展 AI\AST_exp_result_official\qwen8b_nothink_humaneval_164\healed_outputs\humaneval\qwen3-8b\Ab3\HumanEval_134__s0.py,,complete,base+plus,base+plus,fail,fail,true,ast,false,false,raw code is syntactically well-formed and the healer made no changes (code_changed=false); the residual test failure reflects a pre-existing logic/algorithm defect in the generated solution rather than a structural or syntactic issue,algorithmic_semantic,ineligible,false,true,true,semantic_error,no safe rule possible - requires understanding/knowing the intended algorithm to correct wrong output; not a target for a deterministic local AST rule,"code_changed=false and rules_triggered='ast' with healer_triggered=true; test failure stage=base+plus (raw_error='fail: base=fail,plus=fail', healed_error='fail: base=fail,plus=fail') indicates a functional/output-correctness failure, not an exception, with no code edit made by the healer.",medium
qwen8b_humaneval_HumanEval_135__s0,humaneval,HumanEval/135,0,qwen3-8b,False,False,"fail: base=fail,plus=fail","fail: base=fail,plus=fail",G:\我的雲端硬碟\科展 AI\AST_exp_result_official\qwen8b_nothink_humaneval_164\raw_outputs\humaneval\qwen3-8b\Ab2g\HumanEval_135__s0.py,G:\我的雲端硬碟\科展 AI\AST_exp_result_official\qwen8b_nothink_humaneval_164\healed_outputs\humaneval\qwen3-8b\Ab3\HumanEval_135__s0.py,,complete,base+plus,base+plus,fail,fail,true,ast,false,false,raw code is syntactically well-formed and the healer made no changes (code_changed=false); the residual test failure reflects a pre-existing logic/algorithm defect in the generated solution rather than a structural or syntactic issue,algorithmic_semantic,ineligible,false,true,true,semantic_error,no safe rule possible - requires understanding/knowing the intended algorithm to correct wrong output; not a target for a deterministic local AST rule,"code_changed=false and rules_triggered='ast' with healer_triggered=true; test failure stage=base+plus (raw_error='fail: base=fail,plus=fail', healed_error='fail: base=fail,plus=fail') indicates a functional/output-correctness failure, not an exception, with no code edit made by the healer.",medium
qwen8b_humaneval_HumanEval_142__s0,humaneval,HumanEval/142,0,qwen3-8b,False,False,"fail: base=fail,plus=fail","fail: base=fail,plus=fail",G:\我的雲端硬碟\科展 AI\AST_exp_result_official\qwen8b_nothink_humaneval_164\raw_outputs\humaneval\qwen3-8b\Ab2g\HumanEval_142__s0.py,G:\我的雲端硬碟\科展 AI\AST_exp_result_official\qwen8b_nothink_humaneval_164\healed_outputs\humaneval\qwen3-8b\Ab3\HumanEval_142__s0.py,,complete,base+plus,base+plus,fail,fail,true,ast,false,false,raw code is syntactically well-formed and the healer made no changes (code_changed=false); the residual test failure reflects a pre-existing logic/algorithm defect in the generated solution rather than a structural or syntactic issue,algorithmic_semantic,ineligible,false,true,true,semantic_error,no safe rule possible - requires understanding/knowing the intended algorithm to correct wrong output; not a target for a deterministic local AST rule,"code_changed=false and rules_triggered='ast' with healer_triggered=true; test failure stage=base+plus (raw_error='fail: base=fail,plus=fail', healed_error='fail: base=fail,plus=fail') indicates a functional/output-correctness failure, not an exception, with no code edit made by the healer.",medium
qwen8b_humaneval_HumanEval_144__s0,humaneval,HumanEval/144,0,qwen3-8b,False,False,"fail: base=fail,plus=fail","fail: base=fail,plus=fail",G:\我的雲端硬碟\科展 AI\AST_exp_result_official\qwen8b_nothink_humaneval_164\raw_outputs\humaneval\qwen3-8b\Ab2g\HumanEval_144__s0.py,G:\我的雲端硬碟\科展 AI\AST_exp_result_official\qwen8b_nothink_humaneval_164\healed_outputs\humaneval\qwen3-8b\Ab3\HumanEval_144__s0.py,,complete,base+plus,base+plus,fail,fail,true,ast,false,false,raw code is syntactically well-formed and the healer made no changes (code_changed=false); the residual test failure reflects a pre-existing logic/algorithm defect in the generated solution rather than a structural or syntactic issue,algorithmic_semantic,ineligible,false,true,true,semantic_error,no safe rule possible - requires understanding/knowing the intended algorithm to correct wrong output; not a target for a deterministic local AST rule,"code_changed=false and rules_triggered='ast' with healer_triggered=true; test failure stage=base+plus (raw_error='fail: base=fail,plus=fail', healed_error='fail: base=fail,plus=fail') indicates a functional/output-correctness failure, not an exception, with no code edit made by the healer.",medium
qwen8b_humaneval_HumanEval_145__s0,humaneval,HumanEval/145,0,qwen3-8b,False,False,"fail: base=fail,plus=fail","fail: base=fail,plus=fail",G:\我的雲端硬碟\科展 AI\AST_exp_result_official\qwen8b_nothink_humaneval_164\raw_outputs\humaneval\qwen3-8b\Ab2g\HumanEval_145__s0.py,G:\我的雲端硬碟\科展 AI\AST_exp_result_official\qwen8b_nothink_humaneval_164\healed_outputs\humaneval\qwen3-8b\Ab3\HumanEval_145__s0.py,artifacts\fail_to_fail_forensics\diffs\qwen8b_humaneval_HumanEval_145__s0.normalized.diff,complete,base+plus,base+plus,fail,fail,true,ast,true,false,"Healer applied purely cosmetic / AST-normalization edits that leave ast.dump identical (parentheses / spacing / formatting only). Official errors stay fail: base=fail,plus=fail -> fail: base=fail,plus=fail; residual fail is the pre-existing algorithmic/logic defect, not a Healer-caused regression.",solution_logic,ineligible,false,true,false,semantic_error,no new structural Healer rule — remaining failure needs semantic/algorithm repair,code_changed=true but ast.dump(raw)==ast.dump(healed); rules_triggered='ast'; no BitXor/import/control-flow mutation observed.,high
qwen8b_humaneval_HumanEval_154__s0,humaneval,HumanEval/154,0,qwen3-8b,False,False,"fail: base=pass,plus=fail","fail: base=pass,plus=fail",G:\我的雲端硬碟\科展 AI\AST_exp_result_official\qwen8b_nothink_humaneval_164\raw_outputs\humaneval\qwen3-8b\Ab2g\HumanEval_154__s0.py,G:\我的雲端硬碟\科展 AI\AST_exp_result_official\qwen8b_nothink_humaneval_164\healed_outputs\humaneval\qwen3-8b\Ab3\HumanEval_154__s0.py,artifacts\fail_to_fail_forensics\diffs\qwen8b_humaneval_HumanEval_154__s0.normalized.diff,complete,plus,plus,fail,fail,true,ast,true,false,"Healer applied purely cosmetic / AST-normalization edits that leave ast.dump identical (parentheses / spacing / formatting only). Official errors stay fail: base=pass,plus=fail -> fail: base=pass,plus=fail; residual fail is the pre-existing algorithmic/logic defect, not a Healer-caused regression.",solution_logic,ineligible,false,true,false,semantic_error,no new structural Healer rule — remaining failure needs semantic/algorithm repair,code_changed=true but ast.dump(raw)==ast.dump(healed); rules_triggered='ast'; no BitXor/import/control-flow mutation observed.,high
qwen8b_humaneval_HumanEval_158__s0,humaneval,HumanEval/158,0,qwen3-8b,False,False,"fail: base=pass,plus=fail","fail: base=pass,plus=fail",G:\我的雲端硬碟\科展 AI\AST_exp_result_official\qwen8b_nothink_humaneval_164\raw_outputs\humaneval\qwen3-8b\Ab2g\HumanEval_158__s0.py,G:\我的雲端硬碟\科展 AI\AST_exp_result_official\qwen8b_nothink_humaneval_164\healed_outputs\humaneval\qwen3-8b\Ab3\HumanEval_158__s0.py,artifacts\fail_to_fail_forensics\diffs\qwen8b_humaneval_HumanEval_158__s0.normalized.diff,complete,plus,plus,fail,fail,true,ast,true,false,"Healer applied purely cosmetic / AST-normalization edits that leave ast.dump identical (parentheses / spacing / formatting only). Official errors stay fail: base=pass,plus=fail -> fail: base=pass,plus=fail; residual fail is the pre-existing algorithmic/logic defect, not a Healer-caused regression.",solution_logic,ineligible,false,true,false,semantic_error,no new structural Healer rule — remaining failure needs semantic/algorithm repair,code_changed=true but ast.dump(raw)==ast.dump(healed); rules_triggered='ast'; no BitXor/import/control-flow mutation observed.,high
qwen8b_humaneval_HumanEval_163__s0,humaneval,HumanEval/163,0,qwen3-8b,False,False,"fail: base=fail,plus=fail","fail: base=fail,plus=fail",G:\我的雲端硬碟\科展 AI\AST_exp_result_official\qwen8b_nothink_humaneval_164\raw_outputs\humaneval\qwen3-8b\Ab2g\HumanEval_163__s0.py,G:\我的雲端硬碟\科展 AI\AST_exp_result_official\qwen8b_nothink_humaneval_164\healed_outputs\humaneval\qwen3-8b\Ab3\HumanEval_163__s0.py,,complete,base+plus,base+plus,fail,fail,true,ast,false,false,raw code is syntactically well-formed and the healer made no changes (code_changed=false); the residual test failure reflects a pre-existing logic/algorithm defect in the generated solution rather than a structural or syntactic issue,algorithmic_semantic,ineligible,false,true,true,semantic_error,no safe rule possible - requires understanding/knowing the intended algorithm to correct wrong output; not a target for a deterministic local AST rule,"code_changed=false and rules_triggered='ast' with healer_triggered=true; test failure stage=base+plus (raw_error='fail: base=fail,plus=fail', healed_error='fail: base=fail,plus=fail') indicates a functional/output-correctness failure, not an exception, with no code edit made by the healer.",medium
qwen8b_humaneval_HumanEval_19__s0,humaneval,HumanEval/19,0,qwen3-8b,False,False,"fail: base=fail,plus=fail","fail: base=fail,plus=fail",G:\我的雲端硬碟\科展 AI\AST_exp_result_official\qwen8b_nothink_humaneval_164\raw_outputs\humaneval\qwen3-8b\Ab2g\HumanEval_19__s0.py,G:\我的雲端硬碟\科展 AI\AST_exp_result_official\qwen8b_nothink_humaneval_164\healed_outputs\humaneval\qwen3-8b\Ab3\HumanEval_19__s0.py,artifacts\fail_to_fail_forensics\diffs\qwen8b_humaneval_HumanEval_19__s0.normalized.diff,complete,base+plus,base+plus,fail,fail,true,ast,true,false,"Healer applied purely cosmetic / AST-normalization edits that leave ast.dump identical (parentheses / spacing / formatting only). Official errors stay fail: base=fail,plus=fail -> fail: base=fail,plus=fail; residual fail is the pre-existing algorithmic/logic defect, not a Healer-caused regression.",solution_logic,ineligible,false,true,false,semantic_error,no new structural Healer rule — remaining failure needs semantic/algorithm repair,code_changed=true but ast.dump(raw)==ast.dump(healed); rules_triggered='ast'; no BitXor/import/control-flow mutation observed.,high
qwen8b_humaneval_HumanEval_22__s0,humaneval,HumanEval/22,0,qwen3-8b,False,False,"fail: base=pass,plus=fail","fail: base=pass,plus=fail",G:\我的雲端硬碟\科展 AI\AST_exp_result_official\qwen8b_nothink_humaneval_164\raw_outputs\humaneval\qwen3-8b\Ab2g\HumanEval_22__s0.py,G:\我的雲端硬碟\科展 AI\AST_exp_result_official\qwen8b_nothink_humaneval_164\healed_outputs\humaneval\qwen3-8b\Ab3\HumanEval_22__s0.py,artifacts\fail_to_fail_forensics\diffs\qwen8b_humaneval_HumanEval_22__s0.normalized.diff,complete,plus,plus,fail,fail,true,ast,true,false,"Healer applied purely cosmetic / AST-normalization edits that leave ast.dump identical (parentheses / spacing / formatting only). Official errors stay fail: base=pass,plus=fail -> fail: base=pass,plus=fail; residual fail is the pre-existing algorithmic/logic defect, not a Healer-caused regression.",solution_logic,ineligible,false,true,false,semantic_error,no new structural Healer rule — remaining failure needs semantic/algorithm repair,code_changed=true but ast.dump(raw)==ast.dump(healed); rules_triggered='ast'; no BitXor/import/control-flow mutation observed.,high
qwen8b_humaneval_HumanEval_26__s0,humaneval,HumanEval/26,0,qwen3-8b,False,False,"fail: base=fail,plus=fail","fail: base=fail,plus=fail",G:\我的雲端硬碟\科展 AI\AST_exp_result_official\qwen8b_nothink_humaneval_164\raw_outputs\humaneval\qwen3-8b\Ab2g\HumanEval_26__s0.py,G:\我的雲端硬碟\科展 AI\AST_exp_result_official\qwen8b_nothink_humaneval_164\healed_outputs\humaneval\qwen3-8b\Ab3\HumanEval_26__s0.py,artifacts\fail_to_fail_forensics\diffs\qwen8b_humaneval_HumanEval_26__s0.normalized.diff,complete,base+plus,base+plus,fail,fail,true,ast,true,false,"Healer applied purely cosmetic / AST-normalization edits that leave ast.dump identical (parentheses / spacing / formatting only). Official errors stay fail: base=fail,plus=fail -> fail: base=fail,plus=fail; residual fail is the pre-existing algorithmic/logic defect, not a Healer-caused regression.",solution_logic,ineligible,false,true,false,semantic_error,no new structural Healer rule — remaining failure needs semantic/algorithm repair,code_changed=true but ast.dump(raw)==ast.dump(healed); rules_triggered='ast'; no BitXor/import/control-flow mutation observed.,high
qwen8b_humaneval_HumanEval_32__s0,humaneval,HumanEval/32,0,qwen3-8b,False,False,"fail: base=fail,plus=fail","fail: base=fail,plus=fail",G:\我的雲端硬碟\科展 AI\AST_exp_result_official\qwen8b_nothink_humaneval_164\raw_outputs\humaneval\qwen3-8b\Ab2g\HumanEval_32__s0.py,G:\我的雲端硬碟\科展 AI\AST_exp_result_official\qwen8b_nothink_humaneval_164\healed_outputs\humaneval\qwen3-8b\Ab3\HumanEval_32__s0.py,artifacts\fail_to_fail_forensics\diffs\qwen8b_humaneval_HumanEval_32__s0.normalized.diff,complete,base+plus,base+plus,fail,fail,true,ast,true,false,"Healer applied purely cosmetic / AST-normalization edits that leave ast.dump identical (parentheses / spacing / formatting only). Official errors stay fail: base=fail,plus=fail -> fail: base=fail,plus=fail; residual fail is the pre-existing algorithmic/logic defect, not a Healer-caused regression.",solution_logic,ineligible,false,true,false,semantic_error,no new structural Healer rule — remaining failure needs semantic/algorithm repair,code_changed=true but ast.dump(raw)==ast.dump(healed); rules_triggered='ast'; no BitXor/import/control-flow mutation observed.,high
qwen8b_humaneval_HumanEval_33__s0,humaneval,HumanEval/33,0,qwen3-8b,False,False,"fail: base=fail,plus=fail","fail: base=fail,plus=fail",G:\我的雲端硬碟\科展 AI\AST_exp_result_official\qwen8b_nothink_humaneval_164\raw_outputs\humaneval\qwen3-8b\Ab2g\HumanEval_33__s0.py,G:\我的雲端硬碟\科展 AI\AST_exp_result_official\qwen8b_nothink_humaneval_164\healed_outputs\humaneval\qwen3-8b\Ab3\HumanEval_33__s0.py,artifacts\fail_to_fail_forensics\diffs\qwen8b_humaneval_HumanEval_33__s0.normalized.diff,complete,base+plus,base+plus,fail,fail,true,ast,true,false,"Healer applied purely cosmetic / AST-normalization edits that leave ast.dump identical (parentheses / spacing / formatting only). Official errors stay fail: base=fail,plus=fail -> fail: base=fail,plus=fail; residual fail is the pre-existing algorithmic/logic defect, not a Healer-caused regression.",solution_logic,ineligible,false,true,false,semantic_error,no new structural Healer rule — remaining failure needs semantic/algorithm repair,code_changed=true but ast.dump(raw)==ast.dump(healed); rules_triggered='ast'; no BitXor/import/control-flow mutation observed.,high
