case_id,dataset,task_id,sample_idx,model,raw_pass,healed_pass,raw_error,healed_error,raw_path,healed_path,normalized_diff_path,pairing_status,raw_failure_stage,healed_failure_stage,raw_error_type,healed_error_type,healer_triggered,rules_triggered,code_changed,rollback,root_cause,failure_layer,eligibility,unique_fix,needs_semantic_reasoning,needs_reference_answer,why_fail_to_fail,recommended_action,evidence_notes,classification_confidence
qwen8b_humaneval_HumanEval_130__s0,humaneval,HumanEval/130,0,qwen3-8b,False,False,"fail: base=fail,plus=fail","fail: base=fail,plus=fail",G:\我的雲端硬碟\科展 AI\AST_exp_result_official\qwen8b_nothink_humaneval_164\raw_outputs\humaneval\qwen3-8b\Ab2g\HumanEval_130__s0.py,G:\我的雲端硬碟\科展 AI\AST_exp_result_official\qwen8b_nothink_humaneval_164\healed_outputs\humaneval\qwen3-8b\Ab3\HumanEval_130__s0.py,,complete,base+plus,base+plus,fail,fail,true,ast,false,false,raw code is syntactically well-formed and the healer made no changes (code_changed=false); the residual test failure reflects a pre-existing logic/algorithm defect in the generated solution rather than a structural or syntactic issue,algorithmic_semantic,ineligible,false,true,true,semantic_error,no safe rule possible - requires understanding/knowing the intended algorithm to correct wrong output; not a target for a deterministic local AST rule,"code_changed=false and rules_triggered='ast' with healer_triggered=true; test failure stage=base+plus (raw_error='fail: base=fail,plus=fail', healed_error='fail: base=fail,plus=fail') indicates a functional/output-correctness failure, not an exception, with no code edit made by the healer.",medium
qwen8b_humaneval_HumanEval_132__s0,humaneval,HumanEval/132,0,qwen3-8b,False,False,"fail: base=fail,plus=fail","fail: base=fail,plus=fail",G:\我的雲端硬碟\科展 AI\AST_exp_result_official\qwen8b_nothink_humaneval_164\raw_outputs\humaneval\qwen3-8b\Ab2g\HumanEval_132__s0.py,G:\我的雲端硬碟\科展 AI\AST_exp_result_official\qwen8b_nothink_humaneval_164\healed_outputs\humaneval\qwen3-8b\Ab3\HumanEval_132__s0.py,,complete,base+plus,base+plus,fail,fail,true,ast,false,false,raw code is syntactically well-formed and the healer made no changes (code_changed=false); the residual test failure reflects a pre-existing logic/algorithm defect in the generated solution rather than a structural or syntactic issue,algorithmic_semantic,ineligible,false,true,true,semantic_error,no safe rule possible - requires understanding/knowing the intended algorithm to correct wrong output; not a target for a deterministic local AST rule,"code_changed=false and rules_triggered='ast' with healer_triggered=true; test failure stage=base+plus (raw_error='fail: base=fail,plus=fail', healed_error='fail: base=fail,plus=fail') indicates a functional/output-correctness failure, not an exception, with no code edit made by the healer.",medium
qwen8b_humaneval_HumanEval_134__s0,humaneval,HumanEval/134,0,qwen3-8b,False,False,"fail: base=fail,plus=fail","fail: base=fail,plus=fail",G:\我的雲端硬碟\科展 AI\AST_exp_result_official\qwen8b_nothink_humaneval_164\raw_outputs\humaneval\qwen3-8b\Ab2g\HumanEval_134__s0.py,G:\我的雲端硬碟\科展 AI\AST_exp_result_official\qwen8b_nothink_humaneval_164\healed_outputs\humaneval\qwen3-8b\Ab3\HumanEval_134__s0.py,,complete,base+plus,base+plus,fail,fail,true,ast,false,false,raw code is syntactically well-formed and the healer made no changes (code_changed=false); the residual test failure reflects a pre-existing logic/algorithm defect in the generated solution rather than a structural or syntactic issue,algorithmic_semantic,ineligible,false,true,true,semantic_error,no safe rule possible - requires understanding/knowing the intended algorithm to correct wrong output; not a target for a deterministic local AST rule,"code_changed=false and rules_triggered='ast' with healer_triggered=true; test failure stage=base+plus (raw_error='fail: base=fail,plus=fail', healed_error='fail: base=fail,plus=fail') indicates a functional/output-correctness failure, not an exception, with no code edit made by the healer.",medium
qwen8b_humaneval_HumanEval_135__s0,humaneval,HumanEval/135,0,qwen3-8b,False,False,"fail: base=fail,plus=fail","fail: base=fail,plus=fail",G:\我的雲端硬碟\科展 AI\AST_exp_result_official\qwen8b_nothink_humaneval_164\raw_outputs\humaneval\qwen3-8b\Ab2g\HumanEval_135__s0.py,G:\我的雲端硬碟\科展 AI\AST_exp_result_official\qwen8b_nothink_humaneval_164\healed_outputs\humaneval\qwen3-8b\Ab3\HumanEval_135__s0.py,,complete,base+plus,base+plus,fail,fail,true,ast,false,false,raw code is syntactically well-formed and the healer made no changes (code_changed=false); the residual test failure reflects a pre-existing logic/algorithm defect in the generated solution rather than a structural or syntactic issue,algorithmic_semantic,ineligible,false,true,true,semantic_error,no safe rule possible - requires understanding/knowing the intended algorithm to correct wrong output; not a target for a deterministic local AST rule,"code_changed=false and rules_triggered='ast' with healer_triggered=true; test failure stage=base+plus (raw_error='fail: base=fail,plus=fail', healed_error='fail: base=fail,plus=fail') indicates a functional/output-correctness failure, not an exception, with no code edit made by the healer.",medium
qwen8b_humaneval_HumanEval_142__s0,humaneval,HumanEval/142,0,qwen3-8b,False,False,"fail: base=fail,plus=fail","fail: base=fail,plus=fail",G:\我的雲端硬碟\科展 AI\AST_exp_result_official\qwen8b_nothink_humaneval_164\raw_outputs\humaneval\qwen3-8b\Ab2g\HumanEval_142__s0.py,G:\我的雲端硬碟\科展 AI\AST_exp_result_official\qwen8b_nothink_humaneval_164\healed_outputs\humaneval\qwen3-8b\Ab3\HumanEval_142__s0.py,,complete,base+plus,base+plus,fail,fail,true,ast,false,false,raw code is syntactically well-formed and the healer made no changes (code_changed=false); the residual test failure reflects a pre-existing logic/algorithm defect in the generated solution rather than a structural or syntactic issue,algorithmic_semantic,ineligible,false,true,true,semantic_error,no safe rule possible - requires understanding/knowing the intended algorithm to correct wrong output; not a target for a deterministic local AST rule,"code_changed=false and rules_triggered='ast' with healer_triggered=true; test failure stage=base+plus (raw_error='fail: base=fail,plus=fail', healed_error='fail: base=fail,plus=fail') indicates a functional/output-correctness failure, not an exception, with no code edit made by the healer.",medium
qwen8b_humaneval_HumanEval_144__s0,humaneval,HumanEval/144,0,qwen3-8b,False,False,"fail: base=fail,plus=fail","fail: base=fail,plus=fail",G:\我的雲端硬碟\科展 AI\AST_exp_result_official\qwen8b_nothink_humaneval_164\raw_outputs\humaneval\qwen3-8b\Ab2g\HumanEval_144__s0.py,G:\我的雲端硬碟\科展 AI\AST_exp_result_official\qwen8b_nothink_humaneval_164\healed_outputs\humaneval\qwen3-8b\Ab3\HumanEval_144__s0.py,,complete,base+plus,base+plus,fail,fail,true,ast,false,false,raw code is syntactically well-formed and the healer made no changes (code_changed=false); the residual test failure reflects a pre-existing logic/algorithm defect in the generated solution rather than a structural or syntactic issue,algorithmic_semantic,ineligible,false,true,true,semantic_error,no safe rule possible - requires understanding/knowing the intended algorithm to correct wrong output; not a target for a deterministic local AST rule,"code_changed=false and rules_triggered='ast' with healer_triggered=true; test failure stage=base+plus (raw_error='fail: base=fail,plus=fail', healed_error='fail: base=fail,plus=fail') indicates a functional/output-correctness failure, not an exception, with no code edit made by the healer.",medium
qwen8b_humaneval_HumanEval_145__s0,humaneval,HumanEval/145,0,qwen3-8b,False,False,"fail: base=fail,plus=fail","fail: base=fail,plus=fail",G:\我的雲端硬碟\科展 AI\AST_exp_result_official\qwen8b_nothink_humaneval_164\raw_outputs\humaneval\qwen3-8b\Ab2g\HumanEval_145__s0.py,G:\我的雲端硬碟\科展 AI\AST_exp_result_official\qwen8b_nothink_humaneval_164\healed_outputs\humaneval\qwen3-8b\Ab3\HumanEval_145__s0.py,artifacts\fail_to_fail_forensics\diffs\qwen8b_humaneval_HumanEval_145__s0.normalized.diff,complete,base+plus,base+plus,fail,fail,true,ast,true,false,"healer's AST layer modified code structure (rules_triggered=ast) but the change was insufficient or unrelated to the actual functional defect, so the healed version still produces incorrect output",algorithmic_semantic,ineligible,false,true,true,wrong_transformation,no safe rule possible - remaining defect is algorithmic/semantic in nature and not addressable by a deterministic local structural rule,"diff shows a non-cosmetic content change (rules_triggered='ast'), yet healed_error='fail: base=fail,plus=fail' at stage=base+plus shows the functional failure persists; without deeper semantic modeling we cannot rule out that the change was directionally correct but incomplete.",medium
qwen8b_humaneval_HumanEval_154__s0,humaneval,HumanEval/154,0,qwen3-8b,False,False,"fail: base=pass,plus=fail","fail: base=pass,plus=fail",G:\我的雲端硬碟\科展 AI\AST_exp_result_official\qwen8b_nothink_humaneval_164\raw_outputs\humaneval\qwen3-8b\Ab2g\HumanEval_154__s0.py,G:\我的雲端硬碟\科展 AI\AST_exp_result_official\qwen8b_nothink_humaneval_164\healed_outputs\humaneval\qwen3-8b\Ab3\HumanEval_154__s0.py,artifacts\fail_to_fail_forensics\diffs\qwen8b_humaneval_HumanEval_154__s0.normalized.diff,complete,plus,plus,fail,fail,true,ast,true,false,"healer's AST layer modified code structure (rules_triggered=ast) but the change was insufficient or unrelated to the actual functional defect, so the healed version still produces incorrect output",algorithmic_semantic,ineligible,false,true,true,wrong_transformation,no safe rule possible - remaining defect is algorithmic/semantic in nature and not addressable by a deterministic local structural rule,"diff shows a non-cosmetic content change (rules_triggered='ast'), yet healed_error='fail: base=pass,plus=fail' at stage=plus shows the functional failure persists; without deeper semantic modeling we cannot rule out that the change was directionally correct but incomplete.",medium
qwen8b_humaneval_HumanEval_158__s0,humaneval,HumanEval/158,0,qwen3-8b,False,False,"fail: base=pass,plus=fail","fail: base=pass,plus=fail",G:\我的雲端硬碟\科展 AI\AST_exp_result_official\qwen8b_nothink_humaneval_164\raw_outputs\humaneval\qwen3-8b\Ab2g\HumanEval_158__s0.py,G:\我的雲端硬碟\科展 AI\AST_exp_result_official\qwen8b_nothink_humaneval_164\healed_outputs\humaneval\qwen3-8b\Ab3\HumanEval_158__s0.py,artifacts\fail_to_fail_forensics\diffs\qwen8b_humaneval_HumanEval_158__s0.normalized.diff,complete,plus,plus,fail,fail,true,ast,true,false,"healer's AST layer modified code structure (rules_triggered=ast) but the change was insufficient or unrelated to the actual functional defect, so the healed version still produces incorrect output",algorithmic_semantic,ineligible,false,true,true,wrong_transformation,no safe rule possible - remaining defect is algorithmic/semantic in nature and not addressable by a deterministic local structural rule,"diff shows a non-cosmetic content change (rules_triggered='ast'), yet healed_error='fail: base=pass,plus=fail' at stage=plus shows the functional failure persists; without deeper semantic modeling we cannot rule out that the change was directionally correct but incomplete.",medium
qwen8b_humaneval_HumanEval_163__s0,humaneval,HumanEval/163,0,qwen3-8b,False,False,"fail: base=fail,plus=fail","fail: base=fail,plus=fail",G:\我的雲端硬碟\科展 AI\AST_exp_result_official\qwen8b_nothink_humaneval_164\raw_outputs\humaneval\qwen3-8b\Ab2g\HumanEval_163__s0.py,G:\我的雲端硬碟\科展 AI\AST_exp_result_official\qwen8b_nothink_humaneval_164\healed_outputs\humaneval\qwen3-8b\Ab3\HumanEval_163__s0.py,,complete,base+plus,base+plus,fail,fail,true,ast,false,false,raw code is syntactically well-formed and the healer made no changes (code_changed=false); the residual test failure reflects a pre-existing logic/algorithm defect in the generated solution rather than a structural or syntactic issue,algorithmic_semantic,ineligible,false,true,true,semantic_error,no safe rule possible - requires understanding/knowing the intended algorithm to correct wrong output; not a target for a deterministic local AST rule,"code_changed=false and rules_triggered='ast' with healer_triggered=true; test failure stage=base+plus (raw_error='fail: base=fail,plus=fail', healed_error='fail: base=fail,plus=fail') indicates a functional/output-correctness failure, not an exception, with no code edit made by the healer.",medium
qwen8b_humaneval_HumanEval_19__s0,humaneval,HumanEval/19,0,qwen3-8b,False,False,"fail: base=fail,plus=fail","fail: base=fail,plus=fail",G:\我的雲端硬碟\科展 AI\AST_exp_result_official\qwen8b_nothink_humaneval_164\raw_outputs\humaneval\qwen3-8b\Ab2g\HumanEval_19__s0.py,G:\我的雲端硬碟\科展 AI\AST_exp_result_official\qwen8b_nothink_humaneval_164\healed_outputs\humaneval\qwen3-8b\Ab3\HumanEval_19__s0.py,artifacts\fail_to_fail_forensics\diffs\qwen8b_humaneval_HumanEval_19__s0.normalized.diff,complete,base+plus,base+plus,fail,fail,true,ast,true,false,"healer's AST layer modified code structure (rules_triggered=ast) but the change was insufficient or unrelated to the actual functional defect, so the healed version still produces incorrect output",algorithmic_semantic,ineligible,false,true,true,wrong_transformation,no safe rule possible - remaining defect is algorithmic/semantic in nature and not addressable by a deterministic local structural rule,"diff shows a non-cosmetic content change (rules_triggered='ast'), yet healed_error='fail: base=fail,plus=fail' at stage=base+plus shows the functional failure persists; without deeper semantic modeling we cannot rule out that the change was directionally correct but incomplete.",medium
qwen8b_humaneval_HumanEval_22__s0,humaneval,HumanEval/22,0,qwen3-8b,False,False,"fail: base=pass,plus=fail","fail: base=pass,plus=fail",G:\我的雲端硬碟\科展 AI\AST_exp_result_official\qwen8b_nothink_humaneval_164\raw_outputs\humaneval\qwen3-8b\Ab2g\HumanEval_22__s0.py,G:\我的雲端硬碟\科展 AI\AST_exp_result_official\qwen8b_nothink_humaneval_164\healed_outputs\humaneval\qwen3-8b\Ab3\HumanEval_22__s0.py,artifacts\fail_to_fail_forensics\diffs\qwen8b_humaneval_HumanEval_22__s0.normalized.diff,complete,plus,plus,fail,fail,true,ast,true,false,healer applied a purely cosmetic/structural AST normalization (e.g. redundant-parenthesization or blank-line/whitespace adjustment) that does not alter program semantics; the pre-existing logic defect in the generated solution remains untouched,algorithmic_semantic,ineligible,false,true,true,semantic_error,no safe rule possible - the healer's structural change was a no-op with respect to correctness; underlying bug requires algorithm-level correction,normalized diff for this case only adds/removes blank lines or redundant parentheses (no operator/literal/identifier changes); rules_triggered='ast'; test still fails at stage=plus.,medium
qwen8b_humaneval_HumanEval_26__s0,humaneval,HumanEval/26,0,qwen3-8b,False,False,"fail: base=fail,plus=fail","fail: base=fail,plus=fail",G:\我的雲端硬碟\科展 AI\AST_exp_result_official\qwen8b_nothink_humaneval_164\raw_outputs\humaneval\qwen3-8b\Ab2g\HumanEval_26__s0.py,G:\我的雲端硬碟\科展 AI\AST_exp_result_official\qwen8b_nothink_humaneval_164\healed_outputs\humaneval\qwen3-8b\Ab3\HumanEval_26__s0.py,artifacts\fail_to_fail_forensics\diffs\qwen8b_humaneval_HumanEval_26__s0.normalized.diff,complete,base+plus,base+plus,fail,fail,true,ast,true,false,healer applied a purely cosmetic/structural AST normalization (e.g. redundant-parenthesization or blank-line/whitespace adjustment) that does not alter program semantics; the pre-existing logic defect in the generated solution remains untouched,algorithmic_semantic,ineligible,false,true,true,semantic_error,no safe rule possible - the healer's structural change was a no-op with respect to correctness; underlying bug requires algorithm-level correction,normalized diff for this case only adds/removes blank lines or redundant parentheses (no operator/literal/identifier changes); rules_triggered='ast'; test still fails at stage=base+plus.,medium
qwen8b_humaneval_HumanEval_32__s0,humaneval,HumanEval/32,0,qwen3-8b,False,False,"fail: base=fail,plus=fail","fail: base=fail,plus=fail",G:\我的雲端硬碟\科展 AI\AST_exp_result_official\qwen8b_nothink_humaneval_164\raw_outputs\humaneval\qwen3-8b\Ab2g\HumanEval_32__s0.py,G:\我的雲端硬碟\科展 AI\AST_exp_result_official\qwen8b_nothink_humaneval_164\healed_outputs\humaneval\qwen3-8b\Ab3\HumanEval_32__s0.py,artifacts\fail_to_fail_forensics\diffs\qwen8b_humaneval_HumanEval_32__s0.normalized.diff,complete,base+plus,base+plus,fail,fail,true,ast,true,false,healer applied a purely cosmetic/structural AST normalization (e.g. redundant-parenthesization or blank-line/whitespace adjustment) that does not alter program semantics; the pre-existing logic defect in the generated solution remains untouched,algorithmic_semantic,ineligible,false,true,true,semantic_error,no safe rule possible - the healer's structural change was a no-op with respect to correctness; underlying bug requires algorithm-level correction,normalized diff for this case only adds/removes blank lines or redundant parentheses (no operator/literal/identifier changes); rules_triggered='ast'; test still fails at stage=base+plus.,medium
