item_id,run_id,repetition_index,generated_question,generated_answer,generated_correct_answer,status,error_log,included_in_avg,score_l2_1_contract,score_l2_2_purity,score_l3_total,score_l3_1_internal,score_l3_2_external,score_l4_total,score_l4_1_numeric,score_l4_2_visual,score_l4_3_artifacts,score_l4_4_mqi,score_math_total,score_math_quality,score_math_difficulty,score_math_sympy_verified,score_math_hygiene_score,score_math_is,complexity_math_ops,complexity_inference_steps,complexity_ast_nodes,complexity_loop_depth,student_input_test,student_input_result,exec_time_ms
66fd3524-d6db-4feb-8181-262f6e01c0bd,e33d30c5-92fe-4772-b1bf-ec79cd5f55a7,1,計算 |9×(-3)+25|-[7×((-11)-(-13))]÷(-2) 的值。,,9,PASS,,1,7.5,7.5,20.0,10.0,10.0,16.0,5,3,5,3.0,36.0,0.0,0.0,True,15,0.0,9,0,736,0,✓ 標準形式 | ✓ 小數形式 | ✓ 省略乘號 | ✓ 明顯錯誤,PASS,0.02
114d6011-5ecb-4f0d-b2fc-c107dda57c29,f2a3d35d-0376-4163-a78f-97936eddd45c,3,計算 [((-14))+56]÷(-6)×2+|4×(-8)+45| 的值。,,-1,PASS,,1,7.5,7.5,20.0,10.0,10.0,15.33,5,3,5,2.33,35.33,0.0,0.0,True,15,0.0,7,0,362,0,✓ 標準形式 | ✓ 小數形式 | ✓ 省略乘號 | ✓ 明顯錯誤,PASS,0.01
684bacd9-e340-4c5f-90ef-8b6211b75acd,1d6f3a01-595d-4cc9-8dfe-df36ce4bb694,1,計算 |(-10)×(-8)|+(13-4)×(-10)÷3 的值。,,50,PASS,,1,7.5,7.5,20.0,10.0,10.0,15.33,5,3,5,2.33,35.33,0.0,0.0,True,15,0.0,7,0,685,0,✓ 標準形式 | ✓ 小數形式 | ✓ 省略乘號 | ✓ 明顯錯誤,PASS,0.02
4a04f95a-9522-4366-ba89-5f7e4c559295,1d6f3a01-595d-4cc9-8dfe-df36ce4bb694,2,計算 [(-19)+82]÷7×0+|8×(-2)+5| 的值。,,11,PASS,,1,7.5,7.5,20.0,10.0,10.0,14.67,5,3,5,1.67,34.67,0.0,0.0,True,15,0.0,5,0,685,0,✓ 標準形式 | ✓ 小數形式 | ✓ 省略乘號 | ✓ 明顯錯誤,PASS,0.02
fb081483-5c37-4f8d-85c9-fa557af09bf5,1d6f3a01-595d-4cc9-8dfe-df36ce4bb694,3,計算 (-9)×((-17)-17)-|(-14)+78|÷8 的值。,,298,PASS,,1,7.5,7.5,20.0,10.0,10.0,15.67,5,3,5,2.67,35.67,0.0,0.0,True,15,0.0,8,0,685,0,✓ 標準形式 | ✓ 小數形式 | ✓ 省略乘號 | ✓ 明顯錯誤,PASS,0.02
bc565e3f-9caf-4f08-b4e6-a9ac90cc2196,601c7466-d7fd-4285-bbe9-115b569bfe12,1,計算 $$[((-40) \times 2) + (-8)] \div 8 + |3 \times 4 - 6|$$ 的值。,,-5,PASS,,1,7.5,7.5,20.0,10.0,10.0,27.67,5,3,5,4.67,47.67,0.0,0.0,True,15,10.0,14,5,3520,1,✓ 標準形式 | ✓ 小數形式 | ✓ 省略乘號 | ✓ 明顯錯誤,PASS,0.03
734bec02-51da-4274-8723-2833714dfbde,601c7466-d7fd-4285-bbe9-115b569bfe12,2,計算 $$[((-8) \times 5) + 0] \div 10 + |1 \times (-5) - 20|$$ 的值。,,21,PASS,,1,7.5,7.5,20.0,10.0,10.0,27.33,5,3,5,4.33,47.33,0.0,0.0,True,15,10.0,13,5,3520,1,✓ 標準形式 | ✓ 小數形式 | ✓ 省略乘號 | ✓ 明顯錯誤,PASS,0.03
68d8c906-5b14-4c20-8ad0-47caf2bb6bad,601c7466-d7fd-4285-bbe9-115b569bfe12,3,計算 $$[(1 \times 5) + (-15)] \div 2 + |7 \times (-6) - 11|$$ 的值。,,48,PASS,,1,7.5,7.5,20.0,10.0,10.0,27.67,5,3,5,4.67,47.67,0.0,0.0,True,15,10.0,14,5,3520,1,✓ 標準形式 | ✓ 小數形式 | ✓ 省略乘號 | ✓ 明顯錯誤,PASS,0.03
e73d0b98-63a8-4930-930a-8ed4c7ccd240,4e3e81ae-70be-4bef-9eba-ee50f9758a11,1,計算 $$[((-1) \times 4) + (-16)] \div 10 + |(-4) \times (-9) - 2|$$ 的值。,,32,PASS,,1,7.5,7.5,20.0,10.0,10.0,28.0,5,3,5,5.0,48.0,0.0,0.0,True,15,10.0,16,5,3520,1,✓ 標準形式 | ✓ 小數形式 | ✓ 省略乘號 | ✓ 明顯錯誤,PASS,0.04
a06d8815-3c4b-4fad-af96-b43b9870713d,4e3e81ae-70be-4bef-9eba-ee50f9758a11,2,計算 $$[((-35) \times 3) + 14] \div 7 + |(-8) \times (-4) - 14|$$ 的值。,,5,PASS,,1,7.5,7.5,20.0,10.0,10.0,28.0,5,3,5,5.0,48.0,0.0,0.0,True,15,10.0,15,5,3520,1,✓ 標準形式 | ✓ 小數形式 | ✓ 省略乘號 | ✓ 明顯錯誤,PASS,0.03
05f946bf-b168-40a2-a5c5-59ed40ab45bf,4e3e81ae-70be-4bef-9eba-ee50f9758a11,3,計算 $$[(28 \times 3) + 4] \div 8 + |9 \times 9 - 4|$$ 的值。,,88,PASS,,1,7.5,7.5,20.0,10.0,10.0,27.0,5,3,5,4.0,47.0,0.0,0.0,True,15,10.0,12,5,3520,1,✓ 標準形式 | ✓ 小數形式 | ✓ 省略乘號 | ✓ 明顯錯誤,PASS,0.03
c0b89aff-8b22-40e2-bf3e-73a7bf629744,91b8ce4c-c1b1-40a1-9b6a-c47eb6dedaa1,1,計算 $$[((-17) \times 4) + (-10)] \div 6 + |(-3) \times (-9) - 15|$$ 的值。,,-1,PASS,,1,7.5,7.5,20.0,10.0,10.0,28.0,5,3,5,5.0,48.0,0.0,0.0,True,15,10.0,16,5,3530,1,✓ 標準形式 | ✓ 小數形式 | ✓ 省略乘號 | ✓ 明顯錯誤,PASS,0.04
ce0dd906-ecd9-4683-b737-48f48c4dc028,91b8ce4c-c1b1-40a1-9b6a-c47eb6dedaa1,2,計算 $$[(7 \times 3) + 3] \div 4 + |(-7) \times (-4) - 1|$$ 的值。,,33,PASS,,1,7.5,7.5,20.0,10.0,10.0,27.67,5,3,5,4.67,47.67,0.0,0.0,True,15,10.0,14,5,3530,1,✓ 標準形式 | ✓ 小數形式 | ✓ 省略乘號 | ✓ 明顯錯誤,PASS,0.03
5c810501-7fb4-4a66-a6ed-cbfdadca42db,91b8ce4c-c1b1-40a1-9b6a-c47eb6dedaa1,3,計算 $$[((-44) \times 2) + (-2)] \div 6 + |14 \times (-5) - 13|$$ 的值。,,68,PASS,,1,7.5,7.5,20.0,10.0,10.0,28.0,5,3,5,5.0,48.0,0.0,0.0,True,15,10.0,15,5,3530,1,✓ 標準形式 | ✓ 小數形式 | ✓ 省略乘號 | ✓ 明顯錯誤,PASS,0.03
3d8b3d4c-dbb2-47b7-aa1d-f7b3fee09d8b,05b0ca71-def2-4c79-a87d-130f5094621b,1,計算 $$[((-12) \times 2) + (-6)] \div 5 + |(-8) \times (-5) - 7|$$ 的值。,,27,PASS,,1,7.5,7.5,20.0,10.0,10.0,28.0,5,3,5,5.0,48.0,0.0,0.0,True,15,10.0,16,5,3520,1,✓ 標準形式 | ✓ 小數形式 | ✓ 省略乘號 | ✓ 明顯錯誤,PASS,0.04
95e4eab0-59d8-4b5e-ae60-a6f1e988ff68,05b0ca71-def2-4c79-a87d-130f5094621b,2,計算 $$[((-40) \times 3) + 0] \div 10 + |4 \times 1 - 1|$$ 的值。,,-9,PASS,,1,7.5,7.5,20.0,10.0,10.0,27.0,5,3,5,4.0,47.0,0.0,0.0,True,15,10.0,12,5,3520,1,✓ 標準形式 | ✓ 小數形式 | ✓ 省略乘號 | ✓ 明顯錯誤,PASS,0.04
591db528-ddd2-4ba6-ae09-97506b8489ee,05b0ca71-def2-4c79-a87d-130f5094621b,3,計算 $$[(8 \times 3) + 9] \div 3 + |3 \times (-6) - 9|$$ 的值。,,38,PASS,,1,7.5,7.5,20.0,10.0,10.0,27.33,5,3,5,4.33,47.33,0.0,0.0,True,15,10.0,13,5,3520,1,✓ 標準形式 | ✓ 小數形式 | ✓ 省略乘號 | ✓ 明顯錯誤,PASS,0.03
3f239af4-2b77-40cf-b345-04b84f9ccbea,d622710f-520a-47b3-af2e-c56960a93e1a,1,計算 $$[((-6) \times 4) + (-4)] \div 7 + |15 \times 8 - 2|$$ 的值。,,114,PASS,,1,7.5,7.5,20.0,10.0,10.0,27.67,5,3,5,4.67,47.67,0.0,0.0,True,15,10.0,14,5,3520,1,✓ 標準形式 | ✓ 小數形式 | ✓ 省略乘號 | ✓ 明顯錯誤,PASS,0.04
2ca40c5b-7cbd-4c1f-a346-322980453f1d,d622710f-520a-47b3-af2e-c56960a93e1a,2,計算 $$[((-32) \times 2) + (-2)] \div 6 + |(-3) \times 10 - 19|$$ 的值。,,38,PASS,,1,7.5,7.5,20.0,10.0,10.0,28.0,5,3,5,5.0,48.0,0.0,0.0,True,15,10.0,15,5,3520,1,✓ 標準形式 | ✓ 小數形式 | ✓ 省略乘號 | ✓ 明顯錯誤,PASS,0.03
4fddefae-484b-49b2-beff-925cfd8b6284,d622710f-520a-47b3-af2e-c56960a93e1a,3,計算 $$[((-3) \times 4) + (-15)] \div 3 + |13 \times (-4) - 6|$$ 的值。,,49,PASS,,1,7.5,7.5,20.0,10.0,10.0,28.0,5,3,5,5.0,48.0,0.0,0.0,True,15,10.0,15,5,3520,1,✓ 標準形式 | ✓ 小數形式 | ✓ 省略乘號 | ✓ 明顯錯誤,PASS,0.03
53c7ab2e-f354-4a8f-bef6-34ba83209bed,583ff0aa-5d8b-4f49-bc56-2165deabd8a3,1,計算 $$[((-7) \times 5) + 21] \div 7 + |5 \times 10 - 16|$$ 的值。,,32,PASS,,1,7.5,7.5,20.0,10.0,10.0,27.33,5,3,5,4.33,47.33,0.0,0.0,True,15,10.0,13,5,3526,1,✓ 標準形式 | ✓ 小數形式 | ✓ 省略乘號 | ✓ 明顯錯誤,PASS,0.04
cc08b2d2-95db-4a9a-b131-ffec7f320dd8,583ff0aa-5d8b-4f49-bc56-2165deabd8a3,2,計算 $$[((-5) \times 4) + (-12)] \div 4 + |12 \times (-6) - 13|$$ 的值。,,77,PASS,,1,7.5,7.5,20.0,10.0,10.0,28.0,5,3,5,5.0,48.0,0.0,0.0,True,15,10.0,15,5,3526,1,✓ 標準形式 | ✓ 小數形式 | ✓ 省略乘號 | ✓ 明顯錯誤,PASS,0.03
e340b5e2-ed80-4513-966c-bb6935e06b6b,583ff0aa-5d8b-4f49-bc56-2165deabd8a3,3,計算 $$[(9 \times 5) + (-13)] \div 8 + |(-2) \times 1 - 7|$$ 的值。,,13,PASS,,1,7.5,7.5,20.0,10.0,10.0,27.67,5,3,5,4.67,47.67,0.0,0.0,True,15,10.0,14,5,3526,1,✓ 標準形式 | ✓ 小數形式 | ✓ 省略乘號 | ✓ 明顯錯誤,PASS,0.03
dc754dbd-6e25-4795-8565-f3d2baa53d79,1a08e7cf-7f2f-4e11-b8cf-75e3a3872b6a,1,計算 $$[(10 \times 4) + (-13)] \div 9 + |(-4) \times (-8) - 10|$$ 的值。,,25,PASS,,1,7.5,7.5,20.0,10.0,10.0,28.0,5,3,5,5.0,48.0,0.0,0.0,True,15,10.0,15,5,3516,1,✓ 標準形式 | ✓ 小數形式 | ✓ 省略乘號 | ✓ 明顯錯誤,PASS,0.03
22785310-8aad-46bd-9f9b-aa2eac917352,1a08e7cf-7f2f-4e11-b8cf-75e3a3872b6a,2,計算 $$[(6 \times 4) + 9] \div 3 + |6 \times 7 - 13|$$ 的值。,,40,PASS,,1,7.5,7.5,20.0,10.0,10.0,27.0,5,3,5,4.0,47.0,0.0,0.0,True,15,10.0,12,5,3516,1,✓ 標準形式 | ✓ 小數形式 | ✓ 省略乘號 | ✓ 明顯錯誤,PASS,0.03
1a765e0b-71ef-4162-9fa2-2032417ea350,1a08e7cf-7f2f-4e11-b8cf-75e3a3872b6a,3,計算 $$[((-20) \times 4) + 10] \div 5 + |(-10) \times 10 - 3|$$ 的值。,,89,PASS,,1,7.5,7.5,20.0,10.0,10.0,27.67,5,3,5,4.67,47.67,0.0,0.0,True,15,10.0,14,5,3516,1,✓ 標準形式 | ✓ 小數形式 | ✓ 省略乘號 | ✓ 明顯錯誤,PASS,0.03
6ec9cdfc-cc00-47f3-98e5-f1fe251e8490,034fc273-bc65-4671-8dd4-ea23eed16fab,1,計算 $$[((-16) \times 5) + (-20)] \div 10 + |10 \times 5 - 15|$$ 的值。,,25,PASS,,1,7.5,7.5,20.0,10.0,10.0,27.67,5,3,5,4.67,47.67,0.0,0.0,True,15,10.0,14,5,3516,1,✓ 標準形式 | ✓ 小數形式 | ✓ 省略乘號 | ✓ 明顯錯誤,PASS,0.04
44be2a7b-11a9-41bb-8d4a-ddad14dc3c88,034fc273-bc65-4671-8dd4-ea23eed16fab,2,計算 $$[(7 \times 4) + (-13)] \div 3 + |(-2) \times (-5) - 4|$$ 的值。,,11,PASS,,1,7.5,7.5,20.0,10.0,10.0,28.0,5,3,5,5.0,48.0,0.0,0.0,True,15,10.0,15,5,3516,1,✓ 標準形式 | ✓ 小數形式 | ✓ 省略乘號 | ✓ 明顯錯誤,PASS,0.04
a6c376fd-a762-45fe-a80e-1d2fcec5c1a3,034fc273-bc65-4671-8dd4-ea23eed16fab,3,計算 $$[(4 \times 3) + 12] \div 4 + |7 \times 8 - 1|$$ 的值。,,61,PASS,,1,7.5,7.5,20.0,10.0,10.0,27.0,5,3,5,4.0,47.0,0.0,0.0,True,15,10.0,12,5,3516,1,✓ 標準形式 | ✓ 小數形式 | ✓ 省略乘號 | ✓ 明顯錯誤,PASS,0.03
5315bf0a-0f67-49cf-a1b7-f78fd3f8214a,6b0e9666-e92c-412e-b0f2-98630e0d7afb,1,計算 $$[((-50) \times 2) + (-4)] \div 8 + |6 \times 6 - 7|$$ 的值。,,16,PASS,,1,7.5,7.5,20.0,10.0,10.0,27.67,5,3,5,4.67,47.67,0.0,0.0,True,15,10.0,14,5,3516,1,✓ 標準形式 | ✓ 小數形式 | ✓ 省略乘號 | ✓ 明顯錯誤,PASS,0.04
e420a333-e643-4598-81af-022c601862ef,6b0e9666-e92c-412e-b0f2-98630e0d7afb,2,計算 $$[((-4) \times 4) + (-4)] \div 5 + |12 \times (-9) - 1|$$ 的值。,,105,PASS,,1,7.5,7.5,20.0,10.0,10.0,28.0,5,3,5,5.0,48.0,0.0,0.0,True,15,10.0,15,5,3516,1,✓ 標準形式 | ✓ 小數形式 | ✓ 省略乘號 | ✓ 明顯錯誤,PASS,0.03
61ab7788-dccf-444e-8354-308ad92d2b9b,6b0e9666-e92c-412e-b0f2-98630e0d7afb,3,計算 $$[(31 \times 4) + (-12)] \div 8 + |(-4) \times (-10) - 12|$$ 的值。,,42,PASS,,1,7.5,7.5,20.0,10.0,10.0,28.0,5,3,5,5.0,48.0,0.0,0.0,True,15,10.0,15,5,3516,1,✓ 標準形式 | ✓ 小數形式 | ✓ 省略乘號 | ✓ 明顯錯誤,PASS,0.04
9f69ec67-c67e-4538-8e6e-67e95d4db5a1,f59d7fca-87bc-4eed-ba7b-391f64806283,1,計算 $$[((-9) \times 5) + 5] \div 10 + |(-9) \times (-4) - 4|$$ 的值。,,28,PASS,,1,7.5,7.5,20.0,10.0,10.0,28.0,5,3,5,5.0,48.0,0.0,0.0,True,15,10.0,15,5,3526,1,✓ 標準形式 | ✓ 小數形式 | ✓ 省略乘號 | ✓ 明顯錯誤,PASS,0.04
3c668912-fe51-4436-92be-d46c481b4e3b,f59d7fca-87bc-4eed-ba7b-391f64806283,2,計算 $$[(12 \times 4) + (-20)] \div 4 + |(-7) \times 1 - 11|$$ 的值。,,25,PASS,,1,7.5,7.5,20.0,10.0,10.0,27.67,5,3,5,4.67,47.67,0.0,0.0,True,15,10.0,14,5,3526,1,✓ 標準形式 | ✓ 小數形式 | ✓ 省略乘號 | ✓ 明顯錯誤,PASS,0.04
91634d29-03e5-4407-87f6-3b6db9d76e57,f59d7fca-87bc-4eed-ba7b-391f64806283,3,計算 $$[(35 \times 4) + (-14)] \div 9 + |10 \times (-10) - 13|$$ 的值。,,127,PASS,,1,7.5,7.5,20.0,10.0,10.0,27.67,5,3,5,4.67,47.67,0.0,0.0,True,15,10.0,14,5,3526,1,✓ 標準形式 | ✓ 小數形式 | ✓ 省略乘號 | ✓ 明顯錯誤,PASS,0.03
c9b45b5d-9be9-4461-832b-ed487df4858d,d186d0ef-ce1c-4bc0-8d0e-8368b3631eca,1,計算 [29+0]÷1×(-6)+|12×12-22| 的值。,,-52,PASS,,1,7.5,7.5,20.0,10.0,10.0,15.0,5,3,5,2.0,35.0,0.0,0.0,True,15,0.0,6,0,311,0,✓ 標準形式 | ✓ 小數形式 | ✓ 省略乘號 | ✓ 明顯錯誤,PASS,0.02
eb9b4fe5-6fa4-4151-af85-52900ead9f91,d186d0ef-ce1c-4bc0-8d0e-8368b3631eca,2,計算 [19+(-1)]÷3×6+|(-1)×(-4)-1| 的值。,,39,PASS,,1,7.5,7.5,20.0,10.0,10.0,15.33,5,3,5,2.33,35.33,0.0,0.0,True,15,0.0,7,0,311,0,✓ 標準形式 | ✓ 小數形式 | ✓ 省略乘號 | ✓ 明顯錯誤,PASS,0.02
1bf1192c-bf1d-435f-835f-316f810bfcbd,d186d0ef-ce1c-4bc0-8d0e-8368b3631eca,3,計算 [(-16)+(-13)]÷1×(-5)+|6×(-2)+12| 的值。,,145,PASS,,1,7.5,7.5,20.0,10.0,10.0,15.33,5,3,5,2.33,35.33,0.0,0.0,True,15,0.0,7,0,311,0,✓ 標準形式 | ✓ 小數形式 | ✓ 省略乘號 | ✓ 明顯錯誤,PASS,0.02
f4e217d4-852a-4f3b-978c-3c39dc5c2c58,c6c0c57b-2ea7-4235-a49d-dbade7f238e9,1,計算 [7+(-7)]÷(-8)×(-5)-|(-6)×2+(-19)| 的值。,,-31,PASS,,1,7.5,7.5,20.0,10.0,10.0,16.33,5,3,5,3.33,36.33,0.0,0.0,True,15,0.0,10,0,322,0,✓ 標準形式 | ✓ 小數形式 | ✓ 省略乘號 | ✓ 明顯錯誤,PASS,0.01
ecb8b34d-72d0-40ed-b638-9536ccc558b4,c6c0c57b-2ea7-4235-a49d-dbade7f238e9,2,計算 [13+15]÷(-4)×7-|2×(-5)+(-3)| 的值。,,-62,PASS,,1,7.5,7.5,20.0,10.0,10.0,15.67,5,3,5,2.67,35.67,0.0,0.0,True,15,0.0,8,0,322,0,✓ 標準形式 | ✓ 小數形式 | ✓ 省略乘號 | ✓ 明顯錯誤,PASS,0.01
4f62300c-8e2a-44b0-b890-8f4566fdaa4c,c6c0c57b-2ea7-4235-a49d-dbade7f238e9,3,計算 [6+42]÷(-6)×9+|(-1)×1+(-10)| 的值。,,-61,PASS,,1,7.5,7.5,20.0,10.0,10.0,15.33,5,3,5,2.33,35.33,0.0,0.0,True,15,0.0,7,0,322,0,✓ 標準形式 | ✓ 小數形式 | ✓ 省略乘號 | ✓ 明顯錯誤,PASS,0.01
633ef1b7-b298-4a00-8d04-5bce046cdb77,80294e29-261e-43f0-81bc-8bcdf60ba7f7,1,計算 $$[(33 \times 5) + (-22)] \div 13 - |(-7) \times 4 - 8 + (-10)| + ((-1) \times 3 - 4)$$ 的值。,,-42,PASS,,1,7.5,7.5,20.0,10.0,10.0,28.0,5,3,5,5.0,48.0,0.0,0.0,True,15,10.0,18,6,3530,1,✓ 標準形式 | ✓ 小數形式 | ✓ 省略乘號 | ✓ 明顯錯誤,PASS,0.04
39c86a18-4fdb-40e8-82fa-dc43fc388ef2,80294e29-261e-43f0-81bc-8bcdf60ba7f7,2,計算 $$[((-41) \times 2) + 4] \div 6 - |(-2) \times (-4) - 11 + (-10)| + (6 \times 2 - 4)$$ 的值。,,-18,PASS,,1,7.5,7.5,20.0,10.0,10.0,28.0,5,3,5,5.0,48.0,0.0,0.0,True,15,10.0,18,6,3530,1,✓ 標準形式 | ✓ 小數形式 | ✓ 省略乘號 | ✓ 明顯錯誤,PASS,0.04
9998ea77-6b48-417e-930d-915415b247cb,80294e29-261e-43f0-81bc-8bcdf60ba7f7,3,計算 $$[(7 \times 3) + (-3)] \div 3 - |2 \times 8 - 9 + (-9)| + (8 \times 3 - 4)$$ 的值。,,24,PASS,,1,7.5,7.5,20.0,10.0,10.0,28.0,5,3,5,5.0,48.0,0.0,0.0,True,15,10.0,16,6,3530,1,✓ 標準形式 | ✓ 小數形式 | ✓ 省略乘號 | ✓ 明顯錯誤,PASS,0.03
afd9b6b4-84b8-451b-8ad2-db5c0541e2f3,2a72ccc6-c2f8-4a95-a5ae-7bad3eaa964f,1,計算 $$[((-16) \times 3) + 0] \div 4 - |9 \times 2 - 2 + (-3)| + ((-7) \times 2 - 9)$$ 的值。,,-48,PASS,,1,7.5,7.5,20.0,10.0,10.0,28.0,5,3,5,5.0,48.0,0.0,0.0,True,15,10.0,18,6,3520,1,✓ 標準形式 | ✓ 小數形式 | ✓ 省略乘號 | ✓ 明顯錯誤,PASS,0.03
1e766b62-788e-4e71-aa5c-b9c4046c4543,2a72ccc6-c2f8-4a95-a5ae-7bad3eaa964f,2,計算 $$[(1 \times 4) + 12] \div 4 - |(-10) \times (-6) - 7 + (-6)| + ((-1) \times 2 - 3)$$ 的值。,,-48,PASS,,1,7.5,7.5,20.0,10.0,10.0,28.0,5,3,5,5.0,48.0,0.0,0.0,True,15,10.0,18,6,3520,1,✓ 標準形式 | ✓ 小數形式 | ✓ 省略乘號 | ✓ 明顯錯誤,PASS,0.03
2b137a84-dd47-4891-97fc-83981e78df14,2a72ccc6-c2f8-4a95-a5ae-7bad3eaa964f,3,計算 $$[((-13) \times 3) + 17] \div 11 - |8 \times (-9) - 2 + 6| + (9 \times 5 - 1)$$ 的值。,,-26,PASS,,1,7.5,7.5,20.0,10.0,10.0,28.0,5,3,5,5.0,48.0,0.0,0.0,True,15,10.0,16,6,3520,1,✓ 標準形式 | ✓ 小數形式 | ✓ 省略乘號 | ✓ 明顯錯誤,PASS,0.03
