run_id,task_id,seed,generation_id,treatment,observed_status,pipeline_corrected_status,observed_syntax_compile_status,pipeline_corrected_syntax_compile_status,observed_runtime_timeout_status,pipeline_corrected_runtime_timeout_status,observed_evalplus_pass,pipeline_corrected_evalplus_pass,observed_output_sha256,pipeline_corrected_output_sha256,scaffold_sha256,evaluator_version,evaluator_engine
mbpp_qwen35_9b_scaffold_v0_dev_run_002,Mbpp/453,11,fc1d3be1670ddd0d1734fce751b5edd7efae09c06fb610e4b565e5f805f96352,P1_Generic_Code_Scaffold_v0,pass,pass,pass,pass,success,success,true,true,81cfb8cfaee3770aeb85b6fdac3a4dadfa6819796b9033afd283b6a525f09ad5,81cfb8cfaee3770aeb85b6fdac3a4dadfa6819796b9033afd283b6a525f09ad5,31969abe8799b1846c488d3f7fca558af79875c7eb90ab76db7a6b62ad263305,0.3.1,evalplus_0.3.1_check_correctness_subset
mbpp_qwen35_9b_scaffold_v0_dev_run_002,Mbpp/453,22,fa72f8118c075e239670baafdab120d499c4b9107de62aca1818aca1a658e337,P1_Generic_Code_Scaffold_v0,pass,pass,pass,pass,success,success,true,true,aea4a727fe09c06fc99b574e8c8330f9bfd917f3befa166f5cae94312f96fad9,aea4a727fe09c06fc99b574e8c8330f9bfd917f3befa166f5cae94312f96fad9,31969abe8799b1846c488d3f7fca558af79875c7eb90ab76db7a6b62ad263305,0.3.1,evalplus_0.3.1_check_correctness_subset
mbpp_qwen35_9b_scaffold_v0_dev_run_002,Mbpp/453,33,e32f6dfdd253502a6b8f33911085318a6ac46f055e45c7268d5455a4343486d5,P1_Generic_Code_Scaffold_v0,pass,pass,pass,pass,success,success,true,true,aea4a727fe09c06fc99b574e8c8330f9bfd917f3befa166f5cae94312f96fad9,aea4a727fe09c06fc99b574e8c8330f9bfd917f3befa166f5cae94312f96fad9,31969abe8799b1846c488d3f7fca558af79875c7eb90ab76db7a6b62ad263305,0.3.1,evalplus_0.3.1_check_correctness_subset
mbpp_qwen35_9b_scaffold_v0_dev_run_002,Mbpp/453,44,376553a892c1008bfff576a5985bc1af166c2ee11a651440acb4a314aaebea0a,P1_Generic_Code_Scaffold_v0,pass,pass,pass,pass,success,success,true,true,0e233b9d167da0837e42f6a1559648ed892079e522f761102b8c11ffac84dc97,0e233b9d167da0837e42f6a1559648ed892079e522f761102b8c11ffac84dc97,31969abe8799b1846c488d3f7fca558af79875c7eb90ab76db7a6b62ad263305,0.3.1,evalplus_0.3.1_check_correctness_subset
mbpp_qwen35_9b_scaffold_v0_dev_run_002,Mbpp/453,55,7995f165f931b9f2816af6feae3e7af656aaf2022531a044b66701f7c9aa70b4,P1_Generic_Code_Scaffold_v0,pass,pass,pass,pass,success,success,true,true,81cfb8cfaee3770aeb85b6fdac3a4dadfa6819796b9033afd283b6a525f09ad5,81cfb8cfaee3770aeb85b6fdac3a4dadfa6819796b9033afd283b6a525f09ad5,31969abe8799b1846c488d3f7fca558af79875c7eb90ab76db7a6b62ad263305,0.3.1,evalplus_0.3.1_check_correctness_subset
mbpp_qwen35_9b_scaffold_v0_dev_run_002,Mbpp/259,11,1a591eaffe06f3af22116e1d94a0c47cd665537375e0cfdee1ab926ea7d04b46,P1_Generic_Code_Scaffold_v0,fail,fail,pass,pass,failure,failure,false,false,83a3611f543442e911c65214fce362ab61de659500f328714fb26bdaffe57046,83a3611f543442e911c65214fce362ab61de659500f328714fb26bdaffe57046,31969abe8799b1846c488d3f7fca558af79875c7eb90ab76db7a6b62ad263305,0.3.1,evalplus_0.3.1_check_correctness_subset
mbpp_qwen35_9b_scaffold_v0_dev_run_002,Mbpp/259,22,d0d21cf46c3a38261f5dbb7b3e94775dfd84820c8917e3125757be7ff45a7959,P1_Generic_Code_Scaffold_v0,fail,fail,pass,pass,failure,failure,false,false,0207830d343929d1a34c352f1972cbc5f11d03fdd2080d14ab185f7c8fa87e75,0207830d343929d1a34c352f1972cbc5f11d03fdd2080d14ab185f7c8fa87e75,31969abe8799b1846c488d3f7fca558af79875c7eb90ab76db7a6b62ad263305,0.3.1,evalplus_0.3.1_check_correctness_subset
mbpp_qwen35_9b_scaffold_v0_dev_run_002,Mbpp/259,33,db353f8cb18385a7a6917e7e43648ca3ace56777937ab7e719e6f4223ad9bc36,P1_Generic_Code_Scaffold_v0,fail,fail,pass,pass,failure,failure,false,false,baa50e8a1ad8e4e2bf2971a799327d4cc2601c9682ac9dc319798c88b3da31fa,baa50e8a1ad8e4e2bf2971a799327d4cc2601c9682ac9dc319798c88b3da31fa,31969abe8799b1846c488d3f7fca558af79875c7eb90ab76db7a6b62ad263305,0.3.1,evalplus_0.3.1_check_correctness_subset
mbpp_qwen35_9b_scaffold_v0_dev_run_002,Mbpp/259,44,c263aa23483e0a37b26261e008e907642c7040327dff1a7ff109eaf4b78ba874,P1_Generic_Code_Scaffold_v0,fail,fail,fail,fail,failure,failure,false,false,f3090896126e1311d439660e808ec36870d271ecc7a6a96f33577797ea46779b,f3090896126e1311d439660e808ec36870d271ecc7a6a96f33577797ea46779b,31969abe8799b1846c488d3f7fca558af79875c7eb90ab76db7a6b62ad263305,0.3.1,evalplus_0.3.1_check_correctness_subset
mbpp_qwen35_9b_scaffold_v0_dev_run_002,Mbpp/259,55,c9a80fd5e9cad9af7316f9e090bd3a4c88195923738da37f00cd4b1ac8d98e70,P1_Generic_Code_Scaffold_v0,pass,pass,pass,pass,success,success,true,true,95e9ba889d9ea0a66943d39a4a320f827faf5e9bea7edebc7ac71d4a28596214,95e9ba889d9ea0a66943d39a4a320f827faf5e9bea7edebc7ac71d4a28596214,31969abe8799b1846c488d3f7fca558af79875c7eb90ab76db7a6b62ad263305,0.3.1,evalplus_0.3.1_check_correctness_subset
mbpp_qwen35_9b_scaffold_v0_dev_run_002,Mbpp/739,11,f030e829694261eb58258a5e5c6baee270b26bd1b1934c5932267c909859ad19,P1_Generic_Code_Scaffold_v0,fail,fail,pass,pass,failure,failure,false,false,02b0a20d603ec73500dedae2dc824cfa72a17d14bc2f875ac201ecfc1098796b,02b0a20d603ec73500dedae2dc824cfa72a17d14bc2f875ac201ecfc1098796b,31969abe8799b1846c488d3f7fca558af79875c7eb90ab76db7a6b62ad263305,0.3.1,evalplus_0.3.1_check_correctness_subset
mbpp_qwen35_9b_scaffold_v0_dev_run_002,Mbpp/739,22,fab095f5d31036901a4726fcac70ea9ccb0f5c3bbd95abc79db7c0d925449223,P1_Generic_Code_Scaffold_v0,fail,fail,pass,pass,failure,failure,false,false,87c06d1e56cdedcfd331d7b1eff0d6645f1d275f5993d0b6376c4f157e07f59c,87c06d1e56cdedcfd331d7b1eff0d6645f1d275f5993d0b6376c4f157e07f59c,31969abe8799b1846c488d3f7fca558af79875c7eb90ab76db7a6b62ad263305,0.3.1,evalplus_0.3.1_check_correctness_subset
mbpp_qwen35_9b_scaffold_v0_dev_run_002,Mbpp/739,33,aa760f0d5ad0f94ee3a49c83dc4090585492bb69e5223a1f18b69c94a21c77af,P1_Generic_Code_Scaffold_v0,fail,fail,pass,pass,failure,failure,false,false,9dba0e0fd81483d872219118185831ed0a99aff3bcf852bba844b1f31ab61133,9dba0e0fd81483d872219118185831ed0a99aff3bcf852bba844b1f31ab61133,31969abe8799b1846c488d3f7fca558af79875c7eb90ab76db7a6b62ad263305,0.3.1,evalplus_0.3.1_check_correctness_subset
mbpp_qwen35_9b_scaffold_v0_dev_run_002,Mbpp/739,44,1b4d8148dd3b5d38228d7f5ae308c36b5167d18320bc8458ef4d61b40796d359,P1_Generic_Code_Scaffold_v0,fail,fail,pass,pass,failure,failure,false,false,b095595b551356dc8101c4d2e7658c715a38cc550ad1114d1e98fc7327bd057e,b095595b551356dc8101c4d2e7658c715a38cc550ad1114d1e98fc7327bd057e,31969abe8799b1846c488d3f7fca558af79875c7eb90ab76db7a6b62ad263305,0.3.1,evalplus_0.3.1_check_correctness_subset
mbpp_qwen35_9b_scaffold_v0_dev_run_002,Mbpp/739,55,f660df4ed51b65a5a5296c915e445e38a157f45e3e516772505476ff98d618b7,P1_Generic_Code_Scaffold_v0,fail,fail,pass,pass,failure,failure,false,false,db189652e0954553c9974d9a43582058fc23cf55d969a1fd32bc7aea042d5f75,db189652e0954553c9974d9a43582058fc23cf55d969a1fd32bc7aea042d5f75,31969abe8799b1846c488d3f7fca558af79875c7eb90ab76db7a6b62ad263305,0.3.1,evalplus_0.3.1_check_correctness_subset
mbpp_qwen35_9b_scaffold_v0_dev_run_002,Mbpp/124,11,0788abe07724e6cdff4b236f7408dcf4f2893c5a798ac16f5d0c6896deec8f47,P1_Generic_Code_Scaffold_v0,fail,fail,pass,pass,failure,failure,false,false,e656c04ce5b97235ead0612b56544f96e6cdcedd32028e278fbd8bd1dc6b4369,e656c04ce5b97235ead0612b56544f96e6cdcedd32028e278fbd8bd1dc6b4369,31969abe8799b1846c488d3f7fca558af79875c7eb90ab76db7a6b62ad263305,0.3.1,evalplus_0.3.1_check_correctness_subset
mbpp_qwen35_9b_scaffold_v0_dev_run_002,Mbpp/124,22,256b17eea73e2c973591bce284cd8e07bc773cfcae0426a4b66ebe1b2e3fddba,P1_Generic_Code_Scaffold_v0,fail,fail,pass,pass,failure,failure,false,false,88e7dd4e276c59e5b5248f52538b08e4fde90db7f4297a264009abe23c452e95,88e7dd4e276c59e5b5248f52538b08e4fde90db7f4297a264009abe23c452e95,31969abe8799b1846c488d3f7fca558af79875c7eb90ab76db7a6b62ad263305,0.3.1,evalplus_0.3.1_check_correctness_subset
mbpp_qwen35_9b_scaffold_v0_dev_run_002,Mbpp/124,33,199e3da61c758222980af5113c9aea91f31f13342edf35835d562b4d109be5d5,P1_Generic_Code_Scaffold_v0,fail,fail,pass,pass,failure,failure,false,false,3afa45fbda33ba5dd5540600d7b0750b06400ab7863af5796d9db83a2304ab20,3afa45fbda33ba5dd5540600d7b0750b06400ab7863af5796d9db83a2304ab20,31969abe8799b1846c488d3f7fca558af79875c7eb90ab76db7a6b62ad263305,0.3.1,evalplus_0.3.1_check_correctness_subset
mbpp_qwen35_9b_scaffold_v0_dev_run_002,Mbpp/124,44,e038bf98ec60ab77ae9421e22fe5fc743bebc946363af3befce2d65cbf430625,P1_Generic_Code_Scaffold_v0,fail,fail,pass,pass,failure,failure,false,false,27b245f142c68444e0d9dd1d4b7c523725fc51ab2f29f636437b69b614fe1f54,27b245f142c68444e0d9dd1d4b7c523725fc51ab2f29f636437b69b614fe1f54,31969abe8799b1846c488d3f7fca558af79875c7eb90ab76db7a6b62ad263305,0.3.1,evalplus_0.3.1_check_correctness_subset
mbpp_qwen35_9b_scaffold_v0_dev_run_002,Mbpp/124,55,e054b26994a5ba81f9c4d258d8eb2b733505f3cd75c75e50325e12150cb811b1,P1_Generic_Code_Scaffold_v0,fail,fail,pass,pass,failure,failure,false,false,8d728162ec982c42911c1f717e7a9fa4e613765611b9449ec6dc26cc90d0e0a0,8d728162ec982c42911c1f717e7a9fa4e613765611b9449ec6dc26cc90d0e0a0,31969abe8799b1846c488d3f7fca558af79875c7eb90ab76db7a6b62ad263305,0.3.1,evalplus_0.3.1_check_correctness_subset
mbpp_qwen35_9b_scaffold_v0_dev_run_002,Mbpp/72,11,edbaa7f725256a414046f57933977a59dd99129a07038062dcfbf330d99f21a0,P1_Generic_Code_Scaffold_v0,fail,fail,pass,pass,failure,failure,false,false,e01aec71f6f63ba355f16dd4d61fdfbee73704900bb6c1fdde69417e5dd0dc34,e01aec71f6f63ba355f16dd4d61fdfbee73704900bb6c1fdde69417e5dd0dc34,31969abe8799b1846c488d3f7fca558af79875c7eb90ab76db7a6b62ad263305,0.3.1,evalplus_0.3.1_check_correctness_subset
mbpp_qwen35_9b_scaffold_v0_dev_run_002,Mbpp/72,22,a09167faad0e82d94a232c93b5ce88187107f0de42f289a8718e42957838008e,P1_Generic_Code_Scaffold_v0,pass,pass,pass,pass,success,success,true,true,075f1d6d8a14c6fbd89438fa53a4fc2442470573a69e4478179ba876df2970c2,075f1d6d8a14c6fbd89438fa53a4fc2442470573a69e4478179ba876df2970c2,31969abe8799b1846c488d3f7fca558af79875c7eb90ab76db7a6b62ad263305,0.3.1,evalplus_0.3.1_check_correctness_subset
mbpp_qwen35_9b_scaffold_v0_dev_run_002,Mbpp/72,33,9251e33c4c3a75a2af1456e0de3fded4599061fcea3e201e34bde6caefad31a7,P1_Generic_Code_Scaffold_v0,pass,pass,pass,pass,success,success,true,true,11bc7023e7bffe6b65da95fa8280364bfcf4e14c747df7a5825fd2771c1e72d0,11bc7023e7bffe6b65da95fa8280364bfcf4e14c747df7a5825fd2771c1e72d0,31969abe8799b1846c488d3f7fca558af79875c7eb90ab76db7a6b62ad263305,0.3.1,evalplus_0.3.1_check_correctness_subset
mbpp_qwen35_9b_scaffold_v0_dev_run_002,Mbpp/72,44,02b6a801c7ac7ec794085afcce4e3554485ae97e15fe2bd5102462c5bd829dce,P1_Generic_Code_Scaffold_v0,fail,fail,pass,pass,failure,failure,false,false,a9b7a917581b9bc7398a1ded188057d9a1a7041c74409b19a843666a93464daf,a9b7a917581b9bc7398a1ded188057d9a1a7041c74409b19a843666a93464daf,31969abe8799b1846c488d3f7fca558af79875c7eb90ab76db7a6b62ad263305,0.3.1,evalplus_0.3.1_check_correctness_subset
mbpp_qwen35_9b_scaffold_v0_dev_run_002,Mbpp/72,55,0a149217236c5edd3357ce28fdf25b76de6841838664ac36837e0b4803491456,P1_Generic_Code_Scaffold_v0,fail,fail,pass,pass,failure,failure,false,false,c00c09adc16f9b4bf9f510085c125c96daaf969e4057839eedaeac4559d2a4ea,c00c09adc16f9b4bf9f510085c125c96daaf969e4057839eedaeac4559d2a4ea,31969abe8799b1846c488d3f7fca558af79875c7eb90ab76db7a6b62ad263305,0.3.1,evalplus_0.3.1_check_correctness_subset
mbpp_qwen35_9b_scaffold_v0_dev_run_002,Mbpp/792,11,7164674e6991cae4047817a4ca3a65a87fe039d0e6794ded49b0b019174594af,P1_Generic_Code_Scaffold_v0,fail,fail,pass,pass,failure,failure,false,false,db1fe18cb6509c8aa3689eec64938ad9a5c8c111f396752047d4d36c83d8e590,db1fe18cb6509c8aa3689eec64938ad9a5c8c111f396752047d4d36c83d8e590,31969abe8799b1846c488d3f7fca558af79875c7eb90ab76db7a6b62ad263305,0.3.1,evalplus_0.3.1_check_correctness_subset
mbpp_qwen35_9b_scaffold_v0_dev_run_002,Mbpp/792,22,fcaeda134ff655fb938c910779ea69d01070527a9f084db8e1626f7ca11d1e52,P1_Generic_Code_Scaffold_v0,fail,fail,pass,pass,failure,failure,false,false,5765b2e478dedf1d0da415ef47b6efa44f5c90d518383846a02b8fa3f1425346,5765b2e478dedf1d0da415ef47b6efa44f5c90d518383846a02b8fa3f1425346,31969abe8799b1846c488d3f7fca558af79875c7eb90ab76db7a6b62ad263305,0.3.1,evalplus_0.3.1_check_correctness_subset
mbpp_qwen35_9b_scaffold_v0_dev_run_002,Mbpp/792,33,a00444a7b3f0dc19cf38d4bbf9fdeeefb9c85a6eddfc79e9ef5481abf5694b7e,P1_Generic_Code_Scaffold_v0,fail,fail,pass,pass,failure,failure,false,false,5765b2e478dedf1d0da415ef47b6efa44f5c90d518383846a02b8fa3f1425346,5765b2e478dedf1d0da415ef47b6efa44f5c90d518383846a02b8fa3f1425346,31969abe8799b1846c488d3f7fca558af79875c7eb90ab76db7a6b62ad263305,0.3.1,evalplus_0.3.1_check_correctness_subset
mbpp_qwen35_9b_scaffold_v0_dev_run_002,Mbpp/792,44,a011b6d9599d1c0bc9ab94187bd132a0b1f8ce38baf2cd01c7e79e9045a174ce,P1_Generic_Code_Scaffold_v0,fail,fail,pass,pass,failure,failure,false,false,5765b2e478dedf1d0da415ef47b6efa44f5c90d518383846a02b8fa3f1425346,5765b2e478dedf1d0da415ef47b6efa44f5c90d518383846a02b8fa3f1425346,31969abe8799b1846c488d3f7fca558af79875c7eb90ab76db7a6b62ad263305,0.3.1,evalplus_0.3.1_check_correctness_subset
mbpp_qwen35_9b_scaffold_v0_dev_run_002,Mbpp/792,55,dde813af67814be058f200a2ed6f52be17ccedb376bab25870f5c7e63913e92a,P1_Generic_Code_Scaffold_v0,fail,fail,pass,pass,failure,failure,false,false,5765b2e478dedf1d0da415ef47b6efa44f5c90d518383846a02b8fa3f1425346,5765b2e478dedf1d0da415ef47b6efa44f5c90d518383846a02b8fa3f1425346,31969abe8799b1846c488d3f7fca558af79875c7eb90ab76db7a6b62ad263305,0.3.1,evalplus_0.3.1_check_correctness_subset
mbpp_qwen35_9b_scaffold_v0_dev_run_002,Mbpp/435,11,9a4ba4d0dd995568f77294327a8d0e2815d93a5bdff633e7795b8a6906c23ec7,P1_Generic_Code_Scaffold_v0,fail,fail,pass,pass,failure,failure,false,false,3041fbe17ee9320a111716daf315be599d97e58241592434cc0b6c4c196cc84e,3041fbe17ee9320a111716daf315be599d97e58241592434cc0b6c4c196cc84e,31969abe8799b1846c488d3f7fca558af79875c7eb90ab76db7a6b62ad263305,0.3.1,evalplus_0.3.1_check_correctness_subset
mbpp_qwen35_9b_scaffold_v0_dev_run_002,Mbpp/435,22,a442f3cf2f498c5dd6b09cc91b39d21263b19c7fd0cd5727dce0a3188c826b17,P1_Generic_Code_Scaffold_v0,fail,fail,pass,pass,failure,failure,false,false,3041fbe17ee9320a111716daf315be599d97e58241592434cc0b6c4c196cc84e,3041fbe17ee9320a111716daf315be599d97e58241592434cc0b6c4c196cc84e,31969abe8799b1846c488d3f7fca558af79875c7eb90ab76db7a6b62ad263305,0.3.1,evalplus_0.3.1_check_correctness_subset
mbpp_qwen35_9b_scaffold_v0_dev_run_002,Mbpp/435,33,e4c9c8ecc06f5f4a2c295e53fbbfbf1ab0370dc49e7e2cb82db40662b8c55d69,P1_Generic_Code_Scaffold_v0,pass,pass,pass,pass,success,success,true,true,e9686f45cb64f61c5ab92ee9def9f8728aaf294a68ca3dd0cb39ce3439df88cd,e9686f45cb64f61c5ab92ee9def9f8728aaf294a68ca3dd0cb39ce3439df88cd,31969abe8799b1846c488d3f7fca558af79875c7eb90ab76db7a6b62ad263305,0.3.1,evalplus_0.3.1_check_correctness_subset
mbpp_qwen35_9b_scaffold_v0_dev_run_002,Mbpp/435,44,5105657ca9cb702a8e2b6b92000cb983044a51908aff55e5e8f6075e191e6bf0,P1_Generic_Code_Scaffold_v0,fail,fail,pass,pass,failure,failure,false,false,09b2b004a21ad29894c9e237825d2ed2969a7d0a31d045db75cf39f1d88e9218,09b2b004a21ad29894c9e237825d2ed2969a7d0a31d045db75cf39f1d88e9218,31969abe8799b1846c488d3f7fca558af79875c7eb90ab76db7a6b62ad263305,0.3.1,evalplus_0.3.1_check_correctness_subset
mbpp_qwen35_9b_scaffold_v0_dev_run_002,Mbpp/435,55,72b93e4011a25aadbd7c9957b32225a8e08849e71becbba3992d7f495617df6e,P1_Generic_Code_Scaffold_v0,fail,fail,pass,pass,failure,failure,false,false,8b42e0b23ea7251b9b4c1a7554c92a712d996132d70ff5a3a94e28671c21851b,8b42e0b23ea7251b9b4c1a7554c92a712d996132d70ff5a3a94e28671c21851b,31969abe8799b1846c488d3f7fca558af79875c7eb90ab76db7a6b62ad263305,0.3.1,evalplus_0.3.1_check_correctness_subset
mbpp_qwen35_9b_scaffold_v0_dev_run_002,Mbpp/597,11,462e9fa0273613c671939b65cf39a40aea72a73220442fd0dee3f6efa70b18ed,P1_Generic_Code_Scaffold_v0,fail,fail,pass,pass,failure,failure,false,false,7dd42bc33c8ec35eeb258ecd95c648adb0dbb840eabb62ecafb99a607ed29ae6,7dd42bc33c8ec35eeb258ecd95c648adb0dbb840eabb62ecafb99a607ed29ae6,31969abe8799b1846c488d3f7fca558af79875c7eb90ab76db7a6b62ad263305,0.3.1,evalplus_0.3.1_check_correctness_subset
mbpp_qwen35_9b_scaffold_v0_dev_run_002,Mbpp/597,22,41a86296462f8ebf146c7ec3346abd203292c5da2ea4b8ed368b91dc2898380a,P1_Generic_Code_Scaffold_v0,fail,fail,pass,pass,failure,failure,false,false,08e3de7f1c10a18e5fc450cdd5c0a46b2e3bda8d3e7d41cdf7665ec04fbddc31,08e3de7f1c10a18e5fc450cdd5c0a46b2e3bda8d3e7d41cdf7665ec04fbddc31,31969abe8799b1846c488d3f7fca558af79875c7eb90ab76db7a6b62ad263305,0.3.1,evalplus_0.3.1_check_correctness_subset
mbpp_qwen35_9b_scaffold_v0_dev_run_002,Mbpp/597,33,36af723fe3301aefbd8c1a3d18f349f45d7307ba03dd87136ca9a2cff662d19d,P1_Generic_Code_Scaffold_v0,fail,fail,pass,pass,failure,failure,false,false,85111f8f428d418c7cf16c7c739cbd28def2c6749e9a6f709afc8311316a96c7,85111f8f428d418c7cf16c7c739cbd28def2c6749e9a6f709afc8311316a96c7,31969abe8799b1846c488d3f7fca558af79875c7eb90ab76db7a6b62ad263305,0.3.1,evalplus_0.3.1_check_correctness_subset
mbpp_qwen35_9b_scaffold_v0_dev_run_002,Mbpp/597,44,f1996e8904e56298d8f8866768c69fa168ef527f5e4a9a5737a5907724c49ad3,P1_Generic_Code_Scaffold_v0,fail,fail,pass,pass,failure,failure,false,false,cbdd245087aa1e6a1abb4cfdd342dae148bf4780aad98df9eb18a68dee8b11e6,cbdd245087aa1e6a1abb4cfdd342dae148bf4780aad98df9eb18a68dee8b11e6,31969abe8799b1846c488d3f7fca558af79875c7eb90ab76db7a6b62ad263305,0.3.1,evalplus_0.3.1_check_correctness_subset
mbpp_qwen35_9b_scaffold_v0_dev_run_002,Mbpp/597,55,f54be678a955033537d95d1192668614816aca6250ac0b0af7f15c13d3b501a5,P1_Generic_Code_Scaffold_v0,fail,fail,pass,pass,failure,failure,false,false,c12286a0654c27bef627e7b8e497aee95d242721b66b7ae6c1c022162e1e3ade,c12286a0654c27bef627e7b8e497aee95d242721b66b7ae6c1c022162e1e3ade,31969abe8799b1846c488d3f7fca558af79875c7eb90ab76db7a6b62ad263305,0.3.1,evalplus_0.3.1_check_correctness_subset
