item_id,run_id,repetition_index,generated_question,generated_answer,generated_correct_answer,status,error_log,included_in_avg,score_l2_1_contract,score_l2_2_purity,score_l3_total,score_l3_1_internal,score_l3_2_external,score_l4_total,score_l4_1_numeric,score_l4_2_visual,score_l4_3_artifacts,score_l4_4_mqi,score_math_total,score_math_quality,score_math_difficulty,score_math_sympy_verified,score_math_hygiene_score,score_math_is,complexity_math_ops,complexity_inference_steps,complexity_ast_nodes,complexity_loop_depth,student_input_test,student_input_result,exec_time_ms
3d0e1bd8-1064-489a-93f5-ebbddc0bcb65,49301b43-7cf4-4f79-b8b1-a5b37894e0ed,1,計算 $$[((-5) \times 2) + (-4)] \div 2 + |(-5) \times (-6) - 12|$$ 的值。,,11,PASS,,1,6.0,7.5,20.0,10.0,10.0,22.45,5,3,5,3.2,42.45,0.0,0.0,True,15,6.25,16,5,3507,1,✓ 標準形式 | ✓ 小數形式 | ✓ 省略乘號 | ✓ 明顯錯誤,PASS,0.02
e5abc847-65f7-42e4-8fdb-f563d30e5822,619e30cf-1e2f-4902-8cb3-d71d07d8eb0d,3,計算 $$[(33 \times 5) + 22] \div 17 - |(-4) \times 10 - 4 + (-4)| + ((-18) \times 4 - 3)$$ 的值。,,-112,PASS,,1,6.0,7.5,20.0,10.0,10.0,23.9,5,3,5,3.4,43.9,0.0,0.0,True,15,7.5,17,6,3507,1,✓ 標準形式 | ✓ 小數形式 | ✓ 省略乘號 | ✓ 明顯錯誤,PASS,0.03
2a9ef95d-48c9-4d8f-b23d-da5f5972aff6,39969f49-6c98-4844-a2f9-2932a9b99582,1,計算 $$[((-14) \times 2) + 0] \div 2 - |12 \times 1 - 11 + 10| + ((-19) \times 5 - 4)$$ 的值。,,-124,PASS,,1,6.0,7.5,20.0,10.0,10.0,23.9,5,3,5,3.4,43.9,0.0,0.0,True,15,7.5,17,6,3492,1,✓ 標準形式 | ✓ 小數形式 | ✓ 省略乘號 | ✓ 明顯錯誤,PASS,0.03
f828126a-e7be-4aa3-953b-c0f9a018b8ef,39969f49-6c98-4844-a2f9-2932a9b99582,2,計算 $$[((-91) \times 2) + 2] \div 18 - |(-5) \times 9 - 6 + (-3)| + (8 \times 5 - 10)$$ 的值。,,-34,PASS,,1,6.0,7.5,20.0,10.0,10.0,23.9,5,3,5,3.4,43.9,0.0,0.0,True,15,7.5,17,6,3492,1,✓ 標準形式 | ✓ 小數形式 | ✓ 省略乘號 | ✓ 明顯錯誤,PASS,0.03
ccb431db-3c2b-4c71-ba10-6647c76b8c49,39969f49-6c98-4844-a2f9-2932a9b99582,3,計算 $$[((-8) \times 3) + 8] \div 8 - |4 \times (-7) - 9 + 4| + (18 \times 4 - 7)$$ 的值。,,30,PASS,,1,6.0,7.5,20.0,10.0,10.0,23.7,5,3,5,3.2,43.7,0.0,0.0,True,15,7.5,16,6,3492,1,✓ 標準形式 | ✓ 小數形式 | ✓ 省略乘號 | ✓ 明顯錯誤,PASS,0.02
f9851716-3d5f-47dd-bad5-76444beca1b7,2e790ace-2788-405e-9e72-deaed4a0608e,1,計算 $$[((-6) \times 5) + 22] \div 4 - |(-6) \times 7 - 3 + (-7)| + (20 \times 2 - 5)$$ 的值。,,-19,PASS,,1,6.0,7.5,20.0,10.0,10.0,23.9,5,3,5,3.4,43.9,0.0,0.0,True,15,7.5,17,6,3507,1,✓ 標準形式 | ✓ 小數形式 | ✓ 省略乘號 | ✓ 明顯錯誤,PASS,0.03
f57c1759-b323-4fc5-95e0-20f9afdd9a49,2e790ace-2788-405e-9e72-deaed4a0608e,2,計算 $$[(4 \times 4) + 14] \div 10 - |9 \times 9 - 13 + (-4)| + ((-16) \times 4 - 9)$$ 的值。,,-134,PASS,,1,6.0,7.5,20.0,10.0,10.0,23.7,5,3,5,3.2,43.7,0.0,0.0,True,15,7.5,16,6,3507,1,✓ 標準形式 | ✓ 小數形式 | ✓ 省略乘號 | ✓ 明顯錯誤,PASS,0.03
d2d1641b-cdce-4ff6-854a-9e51dcb8c03a,2e790ace-2788-405e-9e72-deaed4a0608e,3,計算 $$[(67 \times 3) + 7] \div 16 - |(-9) \times 7 - 11 + 9| + ((-13) \times 2 - 9)$$ 的值。,,-87,PASS,,1,6.0,7.5,20.0,10.0,10.0,23.7,5,3,5,3.2,43.7,0.0,0.0,True,15,7.5,16,6,3507,1,✓ 標準形式 | ✓ 小數形式 | ✓ 省略乘號 | ✓ 明顯錯誤,PASS,0.03
c5c4b9dc-15a9-4d45-8a83-9c51f29a7509,597149bc-a576-49ed-9352-07ee7fa8007a,1,計算 $$- [(31 \times 3) + (-13)] \div 8 + |13 \times 2 - 3 + 2| - ((-12) \times 3 - 5) + 42$$ 的值。,,98,PASS,,1,6.0,7.5,20.0,10.0,10.0,22.65,5,3,5,3.4,42.65,0.0,0.0,True,15,6.25,17,5,3507,1,✓ 標準形式 | ✓ 小數形式 | ✓ 省略乘號 | ✓ 明顯錯誤,PASS,0.03
40e8a2ff-a1dd-409b-866b-5328c1d93854,597149bc-a576-49ed-9352-07ee7fa8007a,2,計算 $$- [((-1) \times 2) + (-9)] \div 11 + |7 \times (-5) - 14 + 4| - (14 \times 5 - 9) + (-16)$$ 的值。,,-31,PASS,,1,6.0,7.5,20.0,10.0,10.0,23.05,5,3,5,3.8,43.05,0.0,0.0,True,15,6.25,19,5,3507,1,✓ 標準形式 | ✓ 小數形式 | ✓ 省略乘號 | ✓ 明顯錯誤,PASS,0.03
5f79e4e9-9c52-4c1a-a82b-08ae8bf45a0b,597149bc-a576-49ed-9352-07ee7fa8007a,3,計算 $$- [(1 \times 3) + 15] \div 3 + |15 \times (-8) - 11 + (-2)| - (17 \times 2 - 9) + 18$$ 的值。,,120,PASS,,1,6.0,7.5,20.0,10.0,10.0,22.65,5,3,5,3.4,42.65,0.0,0.0,True,15,6.25,17,5,3507,1,✓ 標準形式 | ✓ 小數形式 | ✓ 省略乘號 | ✓ 明顯錯誤,PASS,0.02
99381525-fbb0-4422-811b-62f76b3afa2c,0b0235ea-b5c3-4182-aca3-6c1f92156c5a,1,計算 $$- [((-15) \times 2) + 0] \div 10 + |10 \times (-5) - 11 + (-2)| - ((-18) \times 5 - 8) + 26$$ 的值。,,190,PASS,,1,6.0,7.5,20.0,10.0,10.0,23.05,5,3,5,3.8,43.05,0.0,0.0,True,15,6.25,19,5,3502,1,✓ 標準形式 | ✓ 小數形式 | ✓ 省略乘號 | ✓ 明顯錯誤,PASS,0.03
8d9acba9-a314-4c0e-92f6-4fd87675708b,0b0235ea-b5c3-4182-aca3-6c1f92156c5a,2,計算 $$- [((-47) \times 4) + 6] \div 14 + |2 \times 2 - 18 + 6| - ((-11) \times 4 - 6) + (-12)$$ 的值。,,59,PASS,,1,6.0,7.5,20.0,10.0,10.0,22.85,5,3,5,3.6,42.85,0.0,0.0,True,15,6.25,18,5,3502,1,✓ 標準形式 | ✓ 小數形式 | ✓ 省略乘號 | ✓ 明顯錯誤,PASS,0.03
aed8455f-b33b-4bc5-b78f-626276f4c819,0b0235ea-b5c3-4182-aca3-6c1f92156c5a,3,計算 $$- [(3 \times 5) + 11] \div 26 + |15 \times 5 - 12 + 8| - ((-6) \times 4 - 8) + (-3)$$ 的值。,,99,PASS,,1,6.0,7.5,20.0,10.0,10.0,22.65,5,3,5,3.4,42.65,0.0,0.0,True,15,6.25,17,5,3502,1,✓ 標準形式 | ✓ 小數形式 | ✓ 省略乘號 | ✓ 明顯錯誤,PASS,0.02
b1782cbc-942d-4d73-a55e-95401d2afc7a,9518f786-74a8-4a3b-b10b-c9507316e84b,1,計算 $$- [((-3) \times 3) + (-1)] \div 2 + |10 \times (-3) - 4 + 5| - ((-20) \times 5 - 7) + (-34)$$ 的值。,,107,PASS,,1,6.0,7.5,20.0,10.0,10.0,23.25,5,3,5,4.0,43.25,0.0,0.0,True,15,6.25,20,5,3492,1,✓ 標準形式 | ✓ 小數形式 | ✓ 省略乘號 | ✓ 明顯錯誤,PASS,0.03
954b9fd1-8b41-458b-8be8-d80364395f6c,9518f786-74a8-4a3b-b10b-c9507316e84b,2,計算 $$- [((-9) \times 3) + 6] \div 3 + |6 \times (-3) - 20 + 10| - ((-12) \times 3 - 2) + 11$$ 的值。,,84,PASS,,1,6.0,7.5,20.0,10.0,10.0,22.85,5,3,5,3.6,42.85,0.0,0.0,True,15,6.25,18,5,3492,1,✓ 標準形式 | ✓ 小數形式 | ✓ 省略乘號 | ✓ 明顯錯誤,PASS,0.03
347e8ef9-bdd1-4dc8-8433-a650a90f9c01,9518f786-74a8-4a3b-b10b-c9507316e84b,3,計算 $$- [(18 \times 3) + 6] \div 30 + |15 \times 8 - 14 + (-9)| - ((-3) \times 5 - 10) + 40$$ 的值。,,160,PASS,,1,6.0,7.5,20.0,10.0,10.0,22.65,5,3,5,3.4,42.65,0.0,0.0,True,15,6.25,17,5,3492,1,✓ 標準形式 | ✓ 小數形式 | ✓ 省略乘號 | ✓ 明顯錯誤,PASS,0.03
