item_id,run_id,repetition_index,generated_question,generated_answer,generated_correct_answer,status,error_log,included_in_avg,score_l2_1_contract,score_l2_2_purity,score_l3_total,score_l3_1_internal,score_l3_2_external,score_l4_total,score_l4_1_numeric,score_l4_2_visual,score_l4_3_artifacts,complexity_math_ops,complexity_ast_nodes,complexity_loop_depth,student_input_test,student_input_result,exec_time_ms
97ed41ee-bbe9-4cb4-b7cd-2e101b84c329,e1218051-bfd1-4afe-8e20-d58322acdba8,1,已知 f(x) = 4x^2 + x - 7，求 f'(x) 與 f''(x) 的值。,,"-2x^2 + x, -14x^2",PASS,,1,10,10,30,15,15,28,10,8,10,0,379,1,✓ 標準形式 | ✓ 小數形式 | ✓ 省略乘號 | ✓ 明顯錯誤,PASS,0.02
e3ce6ef1-7297-40bd-bb50-fa15fd14db76,e1218051-bfd1-4afe-8e20-d58322acdba8,12,已知 f(x) = -10x^4 + 6x^3 - 9x^2 + x + 1，求 f'(x) 與 f''(x) 的值。,,"6x^4 - 18x^3 + 24x^2 + x, -18x^4 + 48x^3 + 12x^2",PASS,,1,10,10,30,15,15,28,10,8,10,0,379,1,✓ 標準形式 | ✓ 小數形式 | ✓ 省略乘號 | ✓ 明顯錯誤,PASS,0.02
27fa10e7-174e-49bb-8930-d7467246f71f,e1218051-bfd1-4afe-8e20-d58322acdba8,13,已知 f(x) = 5x^2 + x + 5，求 f'(x) 與 f''(x) 的值。,,"9x^2 + x, 10x^2",PASS,,1,10,10,30,15,15,28,10,8,10,0,379,1,✓ 標準形式 | ✓ 小數形式 | ✓ 省略乘號 | ✓ 明顯錯誤,PASS,0.02
e8942773-568c-47b7-bf8b-0b907b3b3e76,e1218051-bfd1-4afe-8e20-d58322acdba8,14,已知 f(x) = -9x^3 + 2x^2 + x + 9，求 f'(x) 與 f''(x) 的值。,,"2x^3 + 6x^2 + x, 6x^3 + 54x^2",PASS,,1,10,10,30,15,15,28,10,8,10,0,379,1,✓ 標準形式 | ✓ 小數形式 | ✓ 省略乘號 | ✓ 明顯錯誤,PASS,0.02
1aca0427-3d51-4534-a1ff-d769ec2a76be,e1218051-bfd1-4afe-8e20-d58322acdba8,15,已知 f(x) = -10x^3 - 9x^2 + x + 7，求 f'(x) 與 f''(x) 的值。,,"-9x^3 - 6x^2 + x, -6x^3 + 42x^2",PASS,,1,10,10,30,15,15,28,10,8,10,0,379,1,✓ 標準形式 | ✓ 小數形式 | ✓ 省略乘號 | ✓ 明顯錯誤,PASS,0.02
6af3e794-62ac-46cb-8d20-1661bfe31db5,e1218051-bfd1-4afe-8e20-d58322acdba8,16,已知 f(x) = -7x^3 - 8x^2 + x + 9，求 f'(x) 與 f''(x) 的值。,,"-8x^3 - 6x^2 + x, -6x^3 + 54x^2",PASS,,1,10,10,30,15,15,28,10,8,10,0,379,1,✓ 標準形式 | ✓ 小數形式 | ✓ 省略乘號 | ✓ 明顯錯誤,PASS,0.02
0e342e36-f47e-4e71-9308-fc48a4706a36,e1218051-bfd1-4afe-8e20-d58322acdba8,17,已知 f(x) = -3x^2 + x - 3，求 f'(x) 與 f''(x) 的值。,,"-7x^2 + x, -6x^2",PASS,,1,10,10,30,15,15,28,10,8,10,0,379,1,✓ 標準形式 | ✓ 小數形式 | ✓ 省略乘號 | ✓ 明顯錯誤,PASS,0.04
31a20470-8eb6-40da-b7de-1aad0473ddf7,e1218051-bfd1-4afe-8e20-d58322acdba8,18,已知 f(x) = -7x^2 + x + 5，求 f'(x) 與 f''(x) 的值。,,"-2x^2 + x, 10x^2",PASS,,1,10,10,30,15,15,28,10,8,10,0,379,1,✓ 標準形式 | ✓ 小數形式 | ✓ 省略乘號 | ✓ 明顯錯誤,PASS,0.01
dca154e4-f9dd-45e5-8173-19983e9f5724,e1218051-bfd1-4afe-8e20-d58322acdba8,19,已知 f(x) = -5x^4 + 3x^3 + 1x^2 + x - 5，求 f'(x) 與 f''(x) 的值。,,"3x^4 + 2x^3 - 27x^2 + x, 2x^4 - 54x^3 - 60x^2",PASS,,1,10,10,30,15,15,26,10,7,9,0,379,1,✓ 標準形式 | ✓ 小數形式 | ✓ 省略乘號 | ✓ 明顯錯誤,PASS,0.02
4ac07ee6-a39a-483d-b333-a0d5fbcf3390,e1218051-bfd1-4afe-8e20-d58322acdba8,20,已知 f(x) = -6x^4 - 2x^2 + x + 5，求 f'(x) 與 f''(x) 的值。,,"-4x^3 + 18x^2 + x, -4x^4 + 36x^3 + 60x^2",PASS,,1,10,10,30,15,15,28,10,8,10,0,379,1,✓ 標準形式 | ✓ 小數形式 | ✓ 省略乘號 | ✓ 明顯錯誤,PASS,0.02
c758d9ea-fed4-4a8d-b1b8-288aa97b090a,c9a05afa-1c14-4f63-845c-8ae5f7cad223,1,已知 f(x) = -1x^3 - 1x^2 + x - 2，求 f'(x) 與 f''(x) 的值。,,"-1x^3 + 14x^2 + x, 14x^3 - 12x^2",PASS,,1,10,10,30,15,15,25,10,7,8,0,379,1,✓ 標準形式 | ✓ 小數形式 | ✓ 省略乘號 | ✓ 明顯錯誤,PASS,0.02
ad57d31b-1219-483f-a134-58813d5ebbf7,c9a05afa-1c14-4f63-845c-8ae5f7cad223,2,已知 f(x) = -1x^2 + x - 9，求 f'(x) 與 f''(x) 的值。,,"8x^2 + x, -18x^2",PASS,,1,10,10,30,15,15,26,10,7,9,0,379,1,✓ 標準形式 | ✓ 小數形式 | ✓ 省略乘號 | ✓ 明顯錯誤,PASS,0.02
e00025b2-7aac-4ffe-856c-8d9d471e1355,c9a05afa-1c14-4f63-845c-8ae5f7cad223,3,已知 f(x) = 3x^3 - 10x^2 + x + 3，求 f'(x) 與 f''(x) 的值。,,"-10x^3 + 20x^2 + x, 20x^3 + 18x^2",PASS,,1,10,10,30,15,15,28,10,8,10,0,379,1,✓ 標準形式 | ✓ 小數形式 | ✓ 省略乘號 | ✓ 明顯錯誤,PASS,0.02
cc4a448c-167e-40d0-ac39-449b3bdf03fb,c9a05afa-1c14-4f63-845c-8ae5f7cad223,4,已知 f(x) = 7x^2 + x - 4，求 f'(x) 與 f''(x) 的值。,,"-8x^2 + x, -8x^2",PASS,,1,10,10,30,15,15,28,10,8,10,0,379,1,✓ 標準形式 | ✓ 小數形式 | ✓ 省略乘號 | ✓ 明顯錯誤,PASS,0.01
e2e657f3-9c6f-4a0c-ad3a-f35c0e14a1db,c9a05afa-1c14-4f63-845c-8ae5f7cad223,5,已知 f(x) = -8x^2 + x + 3，求 f'(x) 與 f''(x) 的值。,,"8x^2 + x, 6x^2",PASS,,1,10,10,30,15,15,28,10,8,10,0,379,1,✓ 標準形式 | ✓ 小數形式 | ✓ 省略乘號 | ✓ 明顯錯誤,PASS,0.01
eadf5f5d-2ab2-4224-ab4f-fd06137adb00,c9a05afa-1c14-4f63-845c-8ae5f7cad223,6,已知 f(x) = x + 2，求 f'(x) 與 f''(x) 的值。,,"-5x^2 + x, 4x^2",PASS,,1,10,10,30,15,15,26,10,6,10,0,379,1,✓ 標準形式 | ✓ 小數形式 | ✓ 省略乘號 | ✓ 明顯錯誤,PASS,0.02
a383a8f7-1a2a-445b-a8ba-c6d21e7ff5a2,c9a05afa-1c14-4f63-845c-8ae5f7cad223,7,已知 f(x) = -3x^3 + 4x^2 + x - 5，求 f'(x) 與 f''(x) 的值。,,"4x^3 - 10x^2 + x, -10x^3 - 30x^2",PASS,,1,10,10,30,15,15,28,10,8,10,0,379,1,✓ 標準形式 | ✓ 小數形式 | ✓ 省略乘號 | ✓ 明顯錯誤,PASS,0.02
14632789-c633-4863-b60c-bef608d711c3,c9a05afa-1c14-4f63-845c-8ae5f7cad223,8,已知 f(x) = 4x^4 + 3x^3 - 6x^2 - 7，求 f'(x) 與 f''(x) 的值。,,"3x^4 - 12x^3 + x, -12x^4 - 84x^2",PASS,,1,10,10,30,15,15,28,10,8,10,0,379,1,✓ 標準形式 | ✓ 小數形式 | ✓ 省略乘號 | ✓ 明顯錯誤,PASS,0.02
b571d24b-8b05-4266-a01e-289145bc43fb,c9a05afa-1c14-4f63-845c-8ae5f7cad223,9,已知 f(x) = 10x^2 + x + 10，求 f'(x) 與 f''(x) 的值。,,"5x^2 + x, 20x^2",PASS,,1,10,10,30,15,15,28,10,8,10,0,379,1,✓ 標準形式 | ✓ 小數形式 | ✓ 省略乘號 | ✓ 明顯錯誤,PASS,0.02
a2fb3516-f5ae-483a-9d0f-cc8a7dbc025d,c9a05afa-1c14-4f63-845c-8ae5f7cad223,10,已知 f(x) = 1x^3 + 9x^2 + x + 8，求 f'(x) 與 f''(x) 的值。,,"9x^3 + 14x^2 + x, 14x^3 + 48x^2",PASS,,1,10,10,30,15,15,26,10,7,9,0,379,1,✓ 標準形式 | ✓ 小數形式 | ✓ 省略乘號 | ✓ 明顯錯誤,PASS,0.02
6024a5d6-f3d3-4b6b-a2d0-0a1550ec2635,c9a05afa-1c14-4f63-845c-8ae5f7cad223,11,已知 f(x) = -5x^2 + x + 2，求 f'(x) 與 f''(x) 的值。,,"4x^2 + x, 4x^2",PASS,,1,10,10,30,15,15,28,10,8,10,0,379,1,✓ 標準形式 | ✓ 小數形式 | ✓ 省略乘號 | ✓ 明顯錯誤,PASS,0.02
6ab48b24-17f6-4a00-9301-571e419edc59,c9a05afa-1c14-4f63-845c-8ae5f7cad223,12,已知 f(x) = 8x^4 - 8x^3 - 4x^2 + x - 4，求 f'(x) 與 f''(x) 的值。,,"-8x^4 - 8x^3 + 15x^2 + x, -8x^4 + 30x^3 - 48x^2",PASS,,1,10,10,30,15,15,28,10,8,10,0,379,1,✓ 標準形式 | ✓ 小數形式 | ✓ 省略乘號 | ✓ 明顯錯誤,PASS,0.02
8c95ed23-3517-434f-9739-b51ed1bd35b2,c9a05afa-1c14-4f63-845c-8ae5f7cad223,13,已知 f(x) = 2x^3 - 7x^2 - 1，求 f'(x) 與 f''(x) 的值。,,"-7x^3 + x, -6x^2",PASS,,1,10,10,30,15,15,28,10,8,10,0,379,1,✓ 標準形式 | ✓ 小數形式 | ✓ 省略乘號 | ✓ 明顯錯誤,PASS,0.01
ae4b8124-6772-48c5-a322-ad183b14adb2,c9a05afa-1c14-4f63-845c-8ae5f7cad223,14,已知 f(x) = -1x^2 + x - 10，求 f'(x) 與 f''(x) 的值。,,"-1x^2 + x, -20x^2",PASS,,1,10,10,30,15,15,26,10,7,9,0,379,1,✓ 標準形式 | ✓ 小數形式 | ✓ 省略乘號 | ✓ 明顯錯誤,PASS,0.02
ae22a803-7bbe-4ff6-8adb-8b17578be4b2,c9a05afa-1c14-4f63-845c-8ae5f7cad223,15,已知 f(x) = -6x^2 + x + 7，求 f'(x) 與 f''(x) 的值。,,"5x^2 + x, 14x^2",PASS,,1,10,10,30,15,15,28,10,8,10,0,379,1,✓ 標準形式 | ✓ 小數形式 | ✓ 省略乘號 | ✓ 明顯錯誤,PASS,0.01
4014a688-d371-474d-bfa6-686a7bb8cd34,c9a05afa-1c14-4f63-845c-8ae5f7cad223,16,已知 f(x) = 5x^2 + x + 7，求 f'(x) 與 f''(x) 的值。,,"-1x^2 + x, 14x^2",PASS,,1,10,10,30,15,15,28,10,8,10,0,379,1,✓ 標準形式 | ✓ 小數形式 | ✓ 省略乘號 | ✓ 明顯錯誤,PASS,0.02
8226f539-b2c5-4447-b746-b369ee6154c4,c9a05afa-1c14-4f63-845c-8ae5f7cad223,17,已知 f(x) = -4x^4 + 4x^3 - 3x^2 + x - 3，求 f'(x) 與 f''(x) 的值。,,"4x^4 - 6x^3 - 24x^2 + x, -6x^4 - 48x^3 - 36x^2",PASS,,1,10,10,30,15,15,28,10,8,10,0,379,1,✓ 標準形式 | ✓ 小數形式 | ✓ 省略乘號 | ✓ 明顯錯誤,PASS,0.02
d647496f-df6c-448a-91c2-fc1ac425ac8c,c9a05afa-1c14-4f63-845c-8ae5f7cad223,18,已知 f(x) = 8x^3 - 10x^2 + x - 2，求 f'(x) 與 f''(x) 的值。,,"-10x^3 + 16x^2 + x, 16x^3 - 12x^2",PASS,,1,10,10,30,15,15,28,10,8,10,0,379,1,✓ 標準形式 | ✓ 小數形式 | ✓ 省略乘號 | ✓ 明顯錯誤,PASS,0.02
62f6be0e-7946-45f9-9f8a-abb1d643fde7,c9a05afa-1c14-4f63-845c-8ae5f7cad223,19,已知 f(x) = 5x^2 + x + 7，求 f'(x) 與 f''(x) 的值。,,"-6x^2 + x, 14x^2",PASS,,1,10,10,30,15,15,28,10,8,10,0,379,1,✓ 標準形式 | ✓ 小數形式 | ✓ 省略乘號 | ✓ 明顯錯誤,PASS,0.01
ba5d95cf-bc5b-49e8-a875-5a64f724b395,c9a05afa-1c14-4f63-845c-8ae5f7cad223,20,已知 f(x) = -8x^2 + x + 2，求 f'(x) 與 f''(x) 的值。,,"-5x^2 + x, 4x^2",PASS,,1,10,10,30,15,15,28,10,8,10,0,379,1,✓ 標準形式 | ✓ 小數形式 | ✓ 省略乘號 | ✓ 明顯錯誤,PASS,0.01
4a4767dd-cba6-489f-8df8-587a85af0937,356054a6-cd51-4e94-b1c5-69cf994fab71,1,已知 f(x) = x + 5，求 f'(x) 與 f''(x) 的值。,,"12x^2 + x, 12x^3 + 30x^2",PASS,,1,10,10,30,15,15,26,10,6,10,0,355,1,✓ 標準形式 | ✓ 小數形式 | ✓ 省略乘號 | ✓ 明顯錯誤,PASS,0.02
2d70b22c-ed9b-46f6-bc2a-2724b1504435,356054a6-cd51-4e94-b1c5-69cf994fab71,2,已知 f(x) = -10x^2 + x - 5，求 f'(x) 與 f''(x) 的值。,,"10x^2 + x, -10x^2",PASS,,1,10,10,30,15,15,28,10,8,10,0,355,1,✓ 標準形式 | ✓ 小數形式 | ✓ 省略乘號 | ✓ 明顯錯誤,PASS,0.02
cbad5127-95ec-44ea-baad-f30907adf6c1,356054a6-cd51-4e94-b1c5-69cf994fab71,3,已知 f(x) = -10x^2 + x - 7，求 f'(x) 與 f''(x) 的值。,,"5x^2 + x, -14x^2",PASS,,1,10,10,30,15,15,28,10,8,10,0,355,1,✓ 標準形式 | ✓ 小數形式 | ✓ 省略乘號 | ✓ 明顯錯誤,PASS,0.02
2e96b0d7-95f8-4437-9e1c-5c122eabfafd,356054a6-cd51-4e94-b1c5-69cf994fab71,4,已知 f(x) = -9x^3 + 5x^2 + x + 10，求 f'(x) 與 f''(x) 的值。,,"5x^3 - 14x^2 + x, -14x^3 + 60x^2",PASS,,1,10,10,30,15,15,28,10,8,10,0,355,1,✓ 標準形式 | ✓ 小數形式 | ✓ 省略乘號 | ✓ 明顯錯誤,PASS,0.02
a0f51370-0f29-484f-ab26-9d323dc1c391,356054a6-cd51-4e94-b1c5-69cf994fab71,5,已知 f(x) = -6x^3 - 9x^2 + x - 5，求 f'(x) 與 f''(x) 的值。,,"-6x^4 - 18x^3 + 15x^2 + x, -18x^4 + 30x^3 - 60x^2",PASS,,1,10,10,30,15,15,28,10,8,10,0,355,1,✓ 標準形式 | ✓ 小數形式 | ✓ 省略乘號 | ✓ 明顯錯誤,PASS,0.02
10e60921-3490-4a64-a5ae-3f0c40371032,356054a6-cd51-4e94-b1c5-69cf994fab71,6,已知 f(x) = -2x^2 + x - 5，求 f'(x) 與 f''(x) 的值。,,"-2x^2 + x, -10x^2",PASS,,1,10,10,30,15,15,28,10,8,10,0,355,1,✓ 標準形式 | ✓ 小數形式 | ✓ 省略乘號 | ✓ 明顯錯誤,PASS,0.01
fd70cc57-c023-4cc6-a586-3e4b6d9d4c70,356054a6-cd51-4e94-b1c5-69cf994fab71,7,已知 f(x) = -10x^2 + x - 2，求 f'(x) 與 f''(x) 的值。,,"-2x^2 + x, -4x^2",PASS,,1,10,10,30,15,15,28,10,8,10,0,355,1,✓ 標準形式 | ✓ 小數形式 | ✓ 省略乘號 | ✓ 明顯錯誤,PASS,0.01
aaf6832e-a199-4095-b6fd-8222350d342f,356054a6-cd51-4e94-b1c5-69cf994fab71,8,已知 f(x) = 1x^3 - 8x^2 + x - 1，求 f'(x) 與 f''(x) 的值。,,"-8x^3 - 14x^2 + x, -14x^3 - 6x^2",PASS,,1,10,10,30,15,15,26,10,7,9,0,355,1,✓ 標準形式 | ✓ 小數形式 | ✓ 省略乘號 | ✓ 明顯錯誤,PASS,0.02
f5656110-5956-496a-a50d-074da10e9abe,356054a6-cd51-4e94-b1c5-69cf994fab71,9,已知 f(x) = 10x^2 + x - 6，求 f'(x) 與 f''(x) 的值。,,"10x^3 - 14x^2 + x, -14x^3 - 36x^2",PASS,,1,10,10,30,15,15,28,10,8,10,0,355,1,✓ 標準形式 | ✓ 小數形式 | ✓ 省略乘號 | ✓ 明顯錯誤,PASS,0.02
9fc6eac3-ae44-4352-a824-724f96b293c3,356054a6-cd51-4e94-b1c5-69cf994fab71,10,已知 f(x) = 5x^3 - 6x^2 + x - 5，求 f'(x) 與 f''(x) 的值。,,"-6x^3 + 10x^2 + x, 10x^3 - 30x^2",PASS,,1,10,10,30,15,15,28,10,8,10,0,355,1,✓ 標準形式 | ✓ 小數形式 | ✓ 省略乘號 | ✓ 明顯錯誤,PASS,0.02
474b490f-cfe3-49ad-96f4-f19baa98f7ee,356054a6-cd51-4e94-b1c5-69cf994fab71,11,已知 f(x) = -10x^2 + x + 9，求 f'(x) 與 f''(x) 的值。,,"-8x^2 + x, 18x^2",PASS,,1,10,10,30,15,15,28,10,8,10,0,355,1,✓ 標準形式 | ✓ 小數形式 | ✓ 省略乘號 | ✓ 明顯錯誤,PASS,0.02
14b0a12c-5212-42bd-95a2-0cba7ec87b34,356054a6-cd51-4e94-b1c5-69cf994fab71,12,已知 f(x) = -4x^3 - 2x^2 + x + 3，求 f'(x) 與 f''(x) 的值。,,"-2x^3 + 20x^2 + x, 20x^3 + 18x^2",PASS,,1,10,10,30,15,15,28,10,8,10,0,355,1,✓ 標準形式 | ✓ 小數形式 | ✓ 省略乘號 | ✓ 明顯錯誤,PASS,0.02
7a133357-5b01-403c-9a05-de396893bbf0,356054a6-cd51-4e94-b1c5-69cf994fab71,13,已知 f(x) = 8x^3 - 10x^2 + x + 10，求 f'(x) 與 f''(x) 的值。,,"-10x^3 - 8x^2 + x, -8x^3 + 60x^2",PASS,,1,10,10,30,15,15,28,10,8,10,0,355,1,✓ 標準形式 | ✓ 小數形式 | ✓ 省略乘號 | ✓ 明顯錯誤,PASS,0.02
46f608bf-beb0-4298-a92c-996f7c3fa160,356054a6-cd51-4e94-b1c5-69cf994fab71,14,已知 f(x) = -7x^3 - 7x^2 + x - 10，求 f'(x) 與 f''(x) 的值。,,"-7x^4 - 14x^3 + 21x^2 + x, -14x^4 + 42x^3 - 120x^2",PASS,,1,10,10,30,15,15,28,10,8,10,0,355,1,✓ 標準形式 | ✓ 小數形式 | ✓ 省略乘號 | ✓ 明顯錯誤,PASS,0.02
d85e4bfb-0362-4cbc-8130-4b210377752e,356054a6-cd51-4e94-b1c5-69cf994fab71,15,已知 f(x) = -5x^4 + 7x^3 + 1x^2 + x + 1，求 f'(x) 與 f''(x) 的值。,,"7x^4 + 2x^3 + 6x^2 + x, 2x^4 + 12x^3 + 12x^2",PASS,,1,10,10,30,15,15,26,10,7,9,0,355,1,✓ 標準形式 | ✓ 小數形式 | ✓ 省略乘號 | ✓ 明顯錯誤,PASS,0.02
b86c071a-5ac1-4ba4-abe0-4b3551bd1591,356054a6-cd51-4e94-b1c5-69cf994fab71,16,已知 f(x) = 6x^3 + 5x^2 + x + 2，求 f'(x) 與 f''(x) 的值。,,"5x^3 - 4x^2 + x, -4x^3 + 12x^2",PASS,,1,10,10,30,15,15,28,10,8,10,0,355,1,✓ 標準形式 | ✓ 小數形式 | ✓ 省略乘號 | ✓ 明顯錯誤,PASS,0.02
a8d69f6a-512d-4b1b-9a3c-0a967173fe6e,356054a6-cd51-4e94-b1c5-69cf994fab71,17,已知 f(x) = 1x^4 - 2x^3 - 7x^2 + 4，求 f'(x) 與 f''(x) 的值。,,"-2x^4 - 14x^3 + x, -14x^4 + 48x^2",PASS,,1,10,10,30,15,15,26,10,7,9,0,355,1,✓ 標準形式 | ✓ 小數形式 | ✓ 省略乘號 | ✓ 明顯錯誤,PASS,0.02
fe8dfc58-bc8f-4731-a05b-882ff06b8236,356054a6-cd51-4e94-b1c5-69cf994fab71,18,已知 f(x) = 9x^2 + x - 8，求 f'(x) 與 f''(x) 的值。,,"9x^2 + x, -16x^2",PASS,,1,10,10,30,15,15,28,10,8,10,0,355,1,✓ 標準形式 | ✓ 小數形式 | ✓ 省略乘號 | ✓ 明顯錯誤,PASS,0.02
206bddd0-6349-49d2-9255-0732f03c7027,356054a6-cd51-4e94-b1c5-69cf994fab71,19,已知 f(x) = 5x^2 + x - 8，求 f'(x) 與 f''(x) 的值。,,"2x^2 + x, -16x^2",PASS,,1,10,10,30,15,15,28,10,8,10,0,355,1,✓ 標準形式 | ✓ 小數形式 | ✓ 省略乘號 | ✓ 明顯錯誤,PASS,0.02
828fe140-e46a-4973-98d2-481598296178,356054a6-cd51-4e94-b1c5-69cf994fab71,20,已知 f(x) = 6x^2 + x，求 f'(x) 與 f''(x) 的值。,,"-2x^2, ",PASS,,1,10,10,30,15,15,28,10,8,10,0,355,1,✓ 標準形式 | ✓ 小數形式 | ✓ 省略乘號 | ✓ 明顯錯誤,PASS,0.01
4c1005c9-85e0-413f-918d-f08e6b326d81,a5b863bf-86ea-4751-a516-66e2702029ee,1,已知 f(x) = 1x^4 + 3x^3 - 5x^2 + x + 10，求 f'(x) 與 f''(x) 的值。,,"3x^4 - 10x^3 - 18x^2 + x, -10x^4 - 36x^3 + 120x^2",PASS,,1,10,10,30,15,15,26,10,7,9,0,379,1,✓ 標準形式 | ✓ 小數形式 | ✓ 省略乘號 | ✓ 明顯錯誤,PASS,0.02
f8e61315-9842-4463-ad7b-d2ab07e31603,a5b863bf-86ea-4751-a516-66e2702029ee,2,已知 f(x) = -5x^3 + 4x^2 + x - 2，求 f'(x) 與 f''(x) 的值。,,"4x^3 - 16x^2 + x, -16x^3 - 12x^2",PASS,,1,10,10,30,15,15,28,10,8,10,0,379,1,✓ 標準形式 | ✓ 小數形式 | ✓ 省略乘號 | ✓ 明顯錯誤,PASS,0.02
a6f4bcac-2ec8-45ca-90ca-1b2952389f90,a5b863bf-86ea-4751-a516-66e2702029ee,3,已知 f(x) = -5x^4 + 5x^3 - 4x^2 + x - 9，求 f'(x) 與 f''(x) 的值。,,"5x^4 - 8x^3 + 30x^2 + x, -8x^4 + 60x^3 - 108x^2",PASS,,1,10,10,30,15,15,28,10,8,10,0,379,1,✓ 標準形式 | ✓ 小數形式 | ✓ 省略乘號 | ✓ 明顯錯誤,PASS,0.02
