item_id,run_id,repetition_index,generated_question,generated_answer,generated_correct_answer,status,error_log,included_in_avg,score_l2_1_contract,score_l2_2_purity,score_l3_total,score_l3_1_internal,score_l3_2_external,score_l4_total,score_l4_1_numeric,score_l4_2_visual,student_input_test,student_input_result,exec_time_ms
5a34431c-7e79-45f0-a77a-ed01b46dfde0,2aafbb02-c656-49a3-86d9-32dd3d60a0c7,1,已知 f(x) = 7x^4 - 8x^3 + 10x^2 + x - 7，求 f'(x) 與 f''(x) 的值。,,"-8x^4 + 20x^3 + 18x^2 + x, 20x^4 + 36x^3 - 84x^2",PASS,,1,10,10,30,15,15,27,15,12,✓ 標準形式 | ✓ 小數形式 | ✓ 省略乘號 | ✓ 明顯錯誤,PASS,0.01
c12f84e0-6ff8-41a0-b507-361525e1613e,2aafbb02-c656-49a3-86d9-32dd3d60a0c7,12,已知 f(x) = 6x^3 - 7x^2 + x + 4，求 f'(x) 與 f''(x) 的值。,,"-7x^3 + 20x^2 + x, 20x^3 + 24x^2",PASS,,1,10,10,30,15,15,27,15,12,✓ 標準形式 | ✓ 小數形式 | ✓ 省略乘號 | ✓ 明顯錯誤,PASS,0.01
fbda6da2-2a0a-418f-80d5-a1b7adb1fe25,2aafbb02-c656-49a3-86d9-32dd3d60a0c7,13,已知 f(x) = -8x^3 - 5x^2 + x + 3，求 f'(x) 與 f''(x) 的值。,,"-5x^3 - 2x^2 + x, -2x^3 + 18x^2",PASS,,1,10,10,30,15,15,27,15,12,✓ 標準形式 | ✓ 小數形式 | ✓ 省略乘號 | ✓ 明顯錯誤,PASS,0.01
73d30358-14b7-4338-ad0a-d6a079d80d7b,2aafbb02-c656-49a3-86d9-32dd3d60a0c7,14,已知 f(x) = 2x^4 + 5x^3 - 4x^2 - 6，求 f'(x) 與 f''(x) 的值。,,"5x^4 - 8x^3 + x, -8x^4 - 72x^2",PASS,,1,10,10,30,15,15,27,15,12,✓ 標準形式 | ✓ 小數形式 | ✓ 省略乘號 | ✓ 明顯錯誤,PASS,0.01
95bf7414-4108-4850-a440-6023ebed9dc5,2aafbb02-c656-49a3-86d9-32dd3d60a0c7,15,已知 f(x) = 9x^3 + 10x^2 + x，求 f'(x) 與 f''(x) 的值。,,"10x^3 - 6x^2, -6x^3",PASS,,1,10,10,30,15,15,27,15,12,✓ 標準形式 | ✓ 小數形式 | ✓ 省略乘號 | ✓ 明顯錯誤,PASS,0.01
d3ba3f13-1f86-4a1f-acfe-d2d0f071f207,2aafbb02-c656-49a3-86d9-32dd3d60a0c7,16,已知 f(x) = 2x^4 + 1x^3 - 1x^2 + x + 4，求 f'(x) 與 f''(x) 的值。,,"1x^4 - 2x^3 + 12x^2 + x, -2x^4 + 24x^3 + 48x^2",PASS,,1,10,10,30,15,15,26,15,11,✓ 標準形式 | ✓ 小數形式 | ✓ 省略乘號 | ✓ 明顯錯誤,PASS,0.01
829fa17b-3f58-45c6-8cd2-5058aa348a93,2aafbb02-c656-49a3-86d9-32dd3d60a0c7,17,已知 f(x) = 6x^2 + x - 2，求 f'(x) 與 f''(x) 的值。,,"6x^2 + x, -4x^2",PASS,,1,10,10,30,15,15,27,15,12,✓ 標準形式 | ✓ 小數形式 | ✓ 省略乘號 | ✓ 明顯錯誤,PASS,0.01
a1635260-e94e-48a2-9841-8e28c6f0b64e,2aafbb02-c656-49a3-86d9-32dd3d60a0c7,18,已知 f(x) = 2x^3 + 4x^2 + x + 1，求 f'(x) 與 f''(x) 的值。,,"4x^3 + 6x^2 + x, 6x^3 + 6x^2",PASS,,1,10,10,30,15,15,27,15,12,✓ 標準形式 | ✓ 小數形式 | ✓ 省略乘號 | ✓ 明顯錯誤,PASS,0.01
518bebe4-4dd5-4a96-bd08-2915818c395c,2aafbb02-c656-49a3-86d9-32dd3d60a0c7,19,已知 f(x) = -8x^3 - 2x^2 + x + 8，求 f'(x) 與 f''(x) 的值。,,"-2x^3 - 20x^2 + x, -20x^3 + 48x^2",PASS,,1,10,10,30,15,15,27,15,12,✓ 標準形式 | ✓ 小數形式 | ✓ 省略乘號 | ✓ 明顯錯誤,PASS,0.01
afefce3f-412c-4d7e-9e10-f396ffcfb50f,2aafbb02-c656-49a3-86d9-32dd3d60a0c7,20,已知 f(x) = 8x^4 + 9x^3 + 3x^2 + x - 1，求 f'(x) 與 f''(x) 的值。,,"9x^4 + 6x^3 + 30x^2 + x, 6x^4 + 60x^3 - 12x^2",PASS,,1,10,10,30,15,15,27,15,12,✓ 標準形式 | ✓ 小數形式 | ✓ 省略乘號 | ✓ 明顯錯誤,PASS,0.01
d8c085bc-cc9d-4f02-aaa3-9b121c44d2b7,f998388f-b63e-45ba-960e-37e0c7f900c6,1,已知 f(x) = 7x^3 - 2x^2 + x + 9，求 f'(x) 與 f''(x) 的值。,,"-2x^3 - 16x^2 + x, -16x^3 + 54x^2",PASS,,1,10,10,30,15,15,27,15,12,✓ 標準形式 | ✓ 小數形式 | ✓ 省略乘號 | ✓ 明顯錯誤,PASS,0.01
df011e30-8e7b-4f76-a0d4-963722db7f9c,f998388f-b63e-45ba-960e-37e0c7f900c6,2,已知 f(x) = -5x^2 + x - 3，求 f'(x) 與 f''(x) 的值。,,"9x^2 + x, -6x^2",PASS,,1,10,10,30,15,15,27,15,12,✓ 標準形式 | ✓ 小數形式 | ✓ 省略乘號 | ✓ 明顯錯誤,PASS,0.01
ef52a622-8101-4d92-9900-82f50c97e747,f998388f-b63e-45ba-960e-37e0c7f900c6,3,已知 f(x) = 9x^2 + x - 6，求 f'(x) 與 f''(x) 的值。,,"4x^2 + x, -12x^2",PASS,,1,10,10,30,15,15,27,15,12,✓ 標準形式 | ✓ 小數形式 | ✓ 省略乘號 | ✓ 明顯錯誤,PASS,0.01
7e1c6d69-8296-4173-b2b9-afabd81d027f,f998388f-b63e-45ba-960e-37e0c7f900c6,4,已知 f(x) = -5x^4 + 9x^3 - 2x^2 + x - 10，求 f'(x) 與 f''(x) 的值。,,"9x^4 - 4x^3 + 24x^2 + x, -4x^4 + 48x^3 - 120x^2",PASS,,1,10,10,30,15,15,27,15,12,✓ 標準形式 | ✓ 小數形式 | ✓ 省略乘號 | ✓ 明顯錯誤,PASS,0.01
466fa5e1-f72f-42f4-89c4-2b9c07018c25,f998388f-b63e-45ba-960e-37e0c7f900c6,5,已知 f(x) = 4x^2 + x - 9，求 f'(x) 與 f''(x) 的值。,,"-3x^2 + x, -18x^2",PASS,,1,10,10,30,15,15,27,15,12,✓ 標準形式 | ✓ 小數形式 | ✓ 省略乘號 | ✓ 明顯錯誤,PASS,0.01
0595e4c0-1065-4afc-beaa-6a8fabe8c1ea,f998388f-b63e-45ba-960e-37e0c7f900c6,6,已知 f(x) = 5x^4 - 9x^3 - 8x^2 + x - 10，求 f'(x) 與 f''(x) 的值。,,"-9x^4 - 16x^3 - 30x^2 + x, -16x^4 - 60x^3 - 120x^2",PASS,,1,10,10,30,15,15,27,15,12,✓ 標準形式 | ✓ 小數形式 | ✓ 省略乘號 | ✓ 明顯錯誤,PASS,0.01
c6dacae7-6365-45f9-93b8-57e04386747e,f998388f-b63e-45ba-960e-37e0c7f900c6,7,已知 f(x) = 1x^3 + x + 1，求 f'(x) 與 f''(x) 的值。,,"12x^2 + x, 12x^3 + 6x^2",PASS,,1,10,10,30,15,15,26,15,11,✓ 標準形式 | ✓ 小數形式 | ✓ 省略乘號 | ✓ 明顯錯誤,PASS,0.01
6cb5a08b-3a14-42da-a6c0-8cad53c0de62,f998388f-b63e-45ba-960e-37e0c7f900c6,8,已知 f(x) = -2x^3 + x - 1，求 f'(x) 與 f''(x) 的值。,,"8x^2 + x, 8x^3 - 6x^2",PASS,,1,10,10,30,15,15,27,15,12,✓ 標準形式 | ✓ 小數形式 | ✓ 省略乘號 | ✓ 明顯錯誤,PASS,0.01
c4b9e83e-0fab-4b04-b369-1a78bcadcbad,f998388f-b63e-45ba-960e-37e0c7f900c6,9,已知 f(x) = -4x^3 - 7x^2 - 10，求 f'(x) 與 f''(x) 的值。,,"-7x^3 + x, -60x^2",PASS,,1,10,10,30,15,15,27,15,12,✓ 標準形式 | ✓ 小數形式 | ✓ 省略乘號 | ✓ 明顯錯誤,PASS,0.01
4c1f6fc8-7009-434c-a71b-a2386ce91d83,f998388f-b63e-45ba-960e-37e0c7f900c6,10,已知 f(x) = 2x^2 + x + 6，求 f'(x) 與 f''(x) 的值。,,"10x^2 + x, 12x^2",PASS,,1,10,10,30,15,15,27,15,12,✓ 標準形式 | ✓ 小數形式 | ✓ 省略乘號 | ✓ 明顯錯誤,PASS,0.01
410c7f24-ba3c-4bb5-adda-b767873f3a3b,f998388f-b63e-45ba-960e-37e0c7f900c6,11,已知 f(x) = 10x^3 + 9x^2 + x - 6，求 f'(x) 與 f''(x) 的值。,,"10x^4 + 18x^3 - 12x^2 + x, 18x^4 - 24x^3 - 72x^2",PASS,,1,10,10,30,15,15,27,15,12,✓ 標準形式 | ✓ 小數形式 | ✓ 省略乘號 | ✓ 明顯錯誤,PASS,0.01
9b1dfb72-160a-4fd4-95f8-98455447c6fa,f998388f-b63e-45ba-960e-37e0c7f900c6,12,已知 f(x) = -7x^2 + x - 3，求 f'(x) 與 f''(x) 的值。,,"9x^2 + x, -6x^2",PASS,,1,10,10,30,15,15,27,15,12,✓ 標準形式 | ✓ 小數形式 | ✓ 省略乘號 | ✓ 明顯錯誤,PASS,0.01
d5cdc970-0ec3-4f6a-8629-f67a12c3f17b,f998388f-b63e-45ba-960e-37e0c7f900c6,13,已知 f(x) = 4x^4 + 2x^3 + 8x^2 + x + 10，求 f'(x) 與 f''(x) 的值。,,"2x^4 + 16x^3 - 6x^2 + x, 16x^4 - 12x^3 + 120x^2",PASS,,1,10,10,30,15,15,27,15,12,✓ 標準形式 | ✓ 小數形式 | ✓ 省略乘號 | ✓ 明顯錯誤,PASS,0.01
7a9d4346-f489-4ef7-b430-3269d56052d1,f998388f-b63e-45ba-960e-37e0c7f900c6,14,已知 f(x) = 9x^2 + x + 6，求 f'(x) 與 f''(x) 的值。,,"9x^3 - 18x^2 + x, -18x^3 + 36x^2",PASS,,1,10,10,30,15,15,27,15,12,✓ 標準形式 | ✓ 小數形式 | ✓ 省略乘號 | ✓ 明顯錯誤,PASS,0.01
6e6bb2ea-110d-4b4f-83ef-023d7a6d2f67,f998388f-b63e-45ba-960e-37e0c7f900c6,15,已知 f(x) = -9x^4 + 1x^3 - 1x^2 + x + 8，求 f'(x) 與 f''(x) 的值。,,"1x^4 - 2x^3 - 30x^2 + x, -2x^4 - 60x^3 + 96x^2",PASS,,1,10,10,30,15,15,26,15,11,✓ 標準形式 | ✓ 小數形式 | ✓ 省略乘號 | ✓ 明顯錯誤,PASS,0.01
f4022779-70f3-468f-95e6-09764aa86d26,f998388f-b63e-45ba-960e-37e0c7f900c6,16,已知 f(x) = -9x^2 + x + 4，求 f'(x) 與 f''(x) 的值。,,"1x^2 + x, 8x^2",PASS,,1,10,10,30,15,15,27,15,12,✓ 標準形式 | ✓ 小數形式 | ✓ 省略乘號 | ✓ 明顯錯誤,PASS,0.01
316cad87-d6a7-4122-a36e-07bb2d362ec3,f998388f-b63e-45ba-960e-37e0c7f900c6,17,已知 f(x) = 10x^4 + 6x^3 - 5x^2 + x + 10，求 f'(x) 與 f''(x) 的值。,,"6x^4 - 10x^3 + 9x^2 + x, -10x^4 + 18x^3 + 120x^2",PASS,,1,10,10,30,15,15,27,15,12,✓ 標準形式 | ✓ 小數形式 | ✓ 省略乘號 | ✓ 明顯錯誤,PASS,0.01
4696d3c4-f37e-4217-9ca5-7bd035aa36e4,f998388f-b63e-45ba-960e-37e0c7f900c6,18,已知 f(x) = -6x^3 - 7x^2 + x + 8，求 f'(x) 與 f''(x) 的值。,,"-7x^3 + 14x^2 + x, 14x^3 + 48x^2",PASS,,1,10,10,30,15,15,27,15,12,✓ 標準形式 | ✓ 小數形式 | ✓ 省略乘號 | ✓ 明顯錯誤,PASS,0.01
227cd100-a3c0-4461-99bf-ce6415767628,f998388f-b63e-45ba-960e-37e0c7f900c6,19,已知 f(x) = -7x^2 + x - 3，求 f'(x) 與 f''(x) 的值。,,"-7x^2 + x, -6x^2",PASS,,1,10,10,30,15,15,27,15,12,✓ 標準形式 | ✓ 小數形式 | ✓ 省略乘號 | ✓ 明顯錯誤,PASS,0.01
f6e70b55-a6dc-4e06-8f37-b82ee5eec402,f998388f-b63e-45ba-960e-37e0c7f900c6,20,已知 f(x) = 4x^4 + 8x^3 + 3x^2 + x - 5，求 f'(x) 與 f''(x) 的值。,,"8x^4 + 6x^3 + 6x^2 + x, 6x^4 + 12x^3 - 60x^2",PASS,,1,10,10,30,15,15,27,15,12,✓ 標準形式 | ✓ 小數形式 | ✓ 省略乘號 | ✓ 明顯錯誤,PASS,0.01
80e1464c-78f8-407c-8719-15df5b7a3fbc,ead283f2-3ca1-4c79-a7b8-65eddde44218,1,已知 f(x) = 6x^4 - 10x^3 - 4x^2 + x，求 f'(x) 與 f''(x) 的值。,,"-10x^4 - 8x^3 + 12x^2, -8x^4 + 24x^3",PASS,,1,10,10,30,15,15,27,15,12,✓ 標準形式 | ✓ 小數形式 | ✓ 省略乘號 | ✓ 明顯錯誤,PASS,0.02
30e0cd06-ebf1-4fdc-b2dc-d81cea731fec,ead283f2-3ca1-4c79-a7b8-65eddde44218,2,已知 f(x) = -1x^4 + 9x^3 + 10x^2 - 9，求 f'(x) 與 f''(x) 的值。,,"9x^4 + 20x^3 + x, 20x^4 - 108x^2",PASS,,1,10,10,30,15,15,26,15,11,✓ 標準形式 | ✓ 小數形式 | ✓ 省略乘號 | ✓ 明顯錯誤,PASS,0.02
c1ce7b22-1b82-480d-8419-548a0aa08785,ead283f2-3ca1-4c79-a7b8-65eddde44218,3,已知 f(x) = 9x^4 + 1x^3 + 5x^2 + x + 3，求 f'(x) 與 f''(x) 的值。,,"1x^4 + 10x^3 + 3x^2 + x, 10x^4 + 6x^3 + 36x^2",PASS,,1,10,10,30,15,15,26,15,11,✓ 標準形式 | ✓ 小數形式 | ✓ 省略乘號 | ✓ 明顯錯誤,PASS,0.01
1556b1fc-25bf-4be2-a7be-7a1be3cc4c10,ead283f2-3ca1-4c79-a7b8-65eddde44218,4,已知 f(x) = 2x^2 + x - 1，求 f'(x) 與 f''(x) 的值。,,"9x^2 + x, -2x^2",PASS,,1,10,10,30,15,15,27,15,12,✓ 標準形式 | ✓ 小數形式 | ✓ 省略乘號 | ✓ 明顯錯誤,PASS,0.01
6f62a7c3-70a2-48fa-afd1-b34c748c5194,ead283f2-3ca1-4c79-a7b8-65eddde44218,5,已知 f(x) = 5x^3 + 10x^2 + 9，求 f'(x) 與 f''(x) 的值。,,"10x^3 + x, 54x^2",PASS,,1,10,10,30,15,15,27,15,12,✓ 標準形式 | ✓ 小數形式 | ✓ 省略乘號 | ✓ 明顯錯誤,PASS,0.01
10088bea-01a0-47e9-a702-13503b8d8fb3,ead283f2-3ca1-4c79-a7b8-65eddde44218,6,已知 f(x) = -7x^4 - 1x^3 + 3x^2 + x + 6，求 f'(x) 與 f''(x) 的值。,,"-1x^4 + 6x^3 - 30x^2 + x, 6x^4 - 60x^3 + 72x^2",PASS,,1,10,10,30,15,15,26,15,11,✓ 標準形式 | ✓ 小數形式 | ✓ 省略乘號 | ✓ 明顯錯誤,PASS,0.01
ab8c0432-ba4a-4c3c-8313-211f08eedc28,ead283f2-3ca1-4c79-a7b8-65eddde44218,7,已知 f(x) = -6x^2 + x - 5，求 f'(x) 與 f''(x) 的值。,,"-9x^2 + x, -10x^2",PASS,,1,10,10,30,15,15,27,15,12,✓ 標準形式 | ✓ 小數形式 | ✓ 省略乘號 | ✓ 明顯錯誤,PASS,0.01
0a2b3770-9b9f-4f6d-a669-1f10552604c5,ead283f2-3ca1-4c79-a7b8-65eddde44218,8,已知 f(x) = 8x^3 + 3x^2 + x + 5，求 f'(x) 與 f''(x) 的值。,,"3x^3 + 10x^2 + x, 10x^3 + 30x^2",PASS,,1,10,10,30,15,15,27,15,12,✓ 標準形式 | ✓ 小數形式 | ✓ 省略乘號 | ✓ 明顯錯誤,PASS,0.01
43cbc11c-b174-40b3-8735-ae6d4afbf478,ead283f2-3ca1-4c79-a7b8-65eddde44218,9,已知 f(x) = -6x^3 + 10x^2 + x + 7，求 f'(x) 與 f''(x) 的值。,,"10x^3 - 18x^2 + x, -18x^3 + 42x^2",PASS,,1,10,10,30,15,15,27,15,12,✓ 標準形式 | ✓ 小數形式 | ✓ 省略乘號 | ✓ 明顯錯誤,PASS,0.01
03c39715-6294-44ee-b579-312926669c15,ead283f2-3ca1-4c79-a7b8-65eddde44218,10,已知 f(x) = 5x^3 - 4x^2 + x，求 f'(x) 與 f''(x) 的值。,,"-4x^3 + 20x^2, 20x^3",PASS,,1,10,10,30,15,15,27,15,12,✓ 標準形式 | ✓ 小數形式 | ✓ 省略乘號 | ✓ 明顯錯誤,PASS,0.01
6e819408-c0b6-43bf-89f4-b1bcdc71c42b,ead283f2-3ca1-4c79-a7b8-65eddde44218,11,已知 f(x) = 8x^2 + x + 10，求 f'(x) 與 f''(x) 的值。,,"6x^2 + x, 20x^2",PASS,,1,10,10,30,15,15,27,15,12,✓ 標準形式 | ✓ 小數形式 | ✓ 省略乘號 | ✓ 明顯錯誤,PASS,0.01
f3573508-97ce-4b7d-b25f-c93727b65b8a,ead283f2-3ca1-4c79-a7b8-65eddde44218,12,已知 f(x) = 9x^4 + 2x^3 + 7x^2 + x - 8，求 f'(x) 與 f''(x) 的值。,,"2x^4 + 14x^3 - 27x^2 + x, 14x^4 - 54x^3 - 96x^2",PASS,,1,10,10,30,15,15,27,15,12,✓ 標準形式 | ✓ 小數形式 | ✓ 省略乘號 | ✓ 明顯錯誤,PASS,0.01
cb2c8521-10c2-4294-8931-a8dcf63f83d2,ead283f2-3ca1-4c79-a7b8-65eddde44218,13,已知 f(x) = -4x^2 + x - 3，求 f'(x) 與 f''(x) 的值。,,"-3x^2 + x, -6x^2",PASS,,1,10,10,30,15,15,27,15,12,✓ 標準形式 | ✓ 小數形式 | ✓ 省略乘號 | ✓ 明顯錯誤,PASS,0.01
5466a5e0-3bc1-4fc3-8d75-fbae20b47a4d,ead283f2-3ca1-4c79-a7b8-65eddde44218,14,已知 f(x) = -8x^3 + 2x^2 + x + 2，求 f'(x) 與 f''(x) 的值。,,"2x^3 - 4x^2 + x, -4x^3 + 12x^2",PASS,,1,10,10,30,15,15,27,15,12,✓ 標準形式 | ✓ 小數形式 | ✓ 省略乘號 | ✓ 明顯錯誤,PASS,0.01
f6bb86c9-6919-4ade-baf2-9d54412dd9eb,ead283f2-3ca1-4c79-a7b8-65eddde44218,15,已知 f(x) = -1x^2 + x + 4，求 f'(x) 與 f''(x) 的值。,,"9x^2 + x, 8x^2",PASS,,1,10,10,30,15,15,26,15,11,✓ 標準形式 | ✓ 小數形式 | ✓ 省略乘號 | ✓ 明顯錯誤,PASS,0.01
3a31f84a-dd54-4480-8a74-10ce6a6e5dc5,ead283f2-3ca1-4c79-a7b8-65eddde44218,16,已知 f(x) = 9x^4 - 3x^3 + 1x^2 + x + 4，求 f'(x) 與 f''(x) 的值。,,"-3x^4 + 2x^3 + 21x^2 + x, 2x^4 + 42x^3 + 48x^2",PASS,,1,10,10,30,15,15,26,15,11,✓ 標準形式 | ✓ 小數形式 | ✓ 省略乘號 | ✓ 明顯錯誤,PASS,0.01
93e84371-53ef-4d02-bbc2-db429ff9a708,ead283f2-3ca1-4c79-a7b8-65eddde44218,17,已知 f(x) = -2x^4 - 2x^3 + 8x^2 + 4，求 f'(x) 與 f''(x) 的值。,,"-2x^4 + 16x^3 + x, 16x^4 + 48x^2",PASS,,1,10,10,30,15,15,27,15,12,✓ 標準形式 | ✓ 小數形式 | ✓ 省略乘號 | ✓ 明顯錯誤,PASS,0.01
311ece6e-6172-44da-806a-29086fa11ad5,ead283f2-3ca1-4c79-a7b8-65eddde44218,18,已知 f(x) = 3x^2 + x + 7，求 f'(x) 與 f''(x) 的值。,,"-3x^2 + x, 14x^2",PASS,,1,10,10,30,15,15,27,15,12,✓ 標準形式 | ✓ 小數形式 | ✓ 省略乘號 | ✓ 明顯錯誤,PASS,0.01
b74960bc-9487-4ddc-9455-1b74a44d7966,ead283f2-3ca1-4c79-a7b8-65eddde44218,19,已知 f(x) = -7x^4 + 5x^3 - 10x^2 + x - 6，求 f'(x) 與 f''(x) 的值。,,"5x^4 - 20x^3 + 15x^2 + x, -20x^4 + 30x^3 - 72x^2",PASS,,1,10,10,30,15,15,27,15,12,✓ 標準形式 | ✓ 小數形式 | ✓ 省略乘號 | ✓ 明顯錯誤,PASS,0.01
9a90fbaa-eb8a-4fd4-8fbb-5bff0baf0cc6,ead283f2-3ca1-4c79-a7b8-65eddde44218,20,已知 f(x) = -6x^3 + 6x^2 + x - 10，求 f'(x) 與 f''(x) 的值。,,"6x^3 - 6x^2 + x, -6x^3 - 60x^2",PASS,,1,10,10,30,15,15,27,15,12,✓ 標準形式 | ✓ 小數形式 | ✓ 省略乘號 | ✓ 明顯錯誤,PASS,0.01
fec4e3d1-f997-495a-9230-9efceb253523,7d23481f-6af2-4294-8c01-d15496c0fe3a,1,已知 f(x) = -10x^4 - 10x^3 - 1x^2 + x + 2，求 f'(x) 與 f''(x) 的值。,,"-10x^4 - 2x^3 + 18x^2 + x, -2x^4 + 36x^3 + 24x^2",PASS,,1,10,10,30,15,15,26,15,11,✓ 標準形式 | ✓ 小數形式 | ✓ 省略乘號 | ✓ 明顯錯誤,PASS,0.01
5643381d-0ee4-4b06-b35a-1f690aa09c13,7d23481f-6af2-4294-8c01-d15496c0fe3a,2,已知 f(x) = -8x^3 + 1x^2 + x + 3，求 f'(x) 與 f''(x) 的值。,,"1x^3 + 10x^2 + x, 10x^3 + 18x^2",PASS,,1,10,10,30,15,15,26,15,11,✓ 標準形式 | ✓ 小數形式 | ✓ 省略乘號 | ✓ 明顯錯誤,PASS,0.01
2a161070-4389-444f-ac3e-9157b62c9a3f,7d23481f-6af2-4294-8c01-d15496c0fe3a,3,已知 f(x) = -7x^2 + x + 6，求 f'(x) 與 f''(x) 的值。,,"9x^2 + x, 12x^2",PASS,,1,10,10,30,15,15,27,15,12,✓ 標準形式 | ✓ 小數形式 | ✓ 省略乘號 | ✓ 明顯錯誤,PASS,0.01
a95e86b2-3a79-41e1-87dc-cf253332407d,7d23481f-6af2-4294-8c01-d15496c0fe3a,4,已知 f(x) = 2x^2 + x - 4，求 f'(x) 與 f''(x) 的值。,,"2x^3 - 16x^2 + x, -16x^3 - 24x^2",PASS,,1,10,10,30,15,15,27,15,12,✓ 標準形式 | ✓ 小數形式 | ✓ 省略乘號 | ✓ 明顯錯誤,PASS,0.01
