run_id,treatment_id,task_id,seed,generation_id,observed_status,pipeline_corrected_status,observed_syntax_compile_status,pipeline_corrected_syntax_compile_status,observed_runtime_timeout_status,pipeline_corrected_runtime_timeout_status,observed_output_sha256,pipeline_corrected_output_sha256,protocol_compliant,reasoning_leakage,evaluator_version,evaluator_engine
mbpp_q35_9b_ca_exp40_r002,candidate_a_scaffold,Mbpp/430,11,58dcc3ade88205acc26830362c4285d7afb6fde12618d671bfdc07b8b49dbbf0,fail,fail,pass,pass,failure,failure,9256d04662cd48a99ef03f345674c37beb0ed82294432990564e6036503a4262,9256d04662cd48a99ef03f345674c37beb0ed82294432990564e6036503a4262,true,false,0.3.1,evalplus_0.3.1_check_correctness_subset
mbpp_q35_9b_ca_exp40_r002,candidate_a_scaffold,Mbpp/430,22,77122be9628081066a79691fb34b93b45b9bd63764203d231afb5ffe5979344c,fail,fail,pass,pass,failure,failure,cf94e64d02cda20bbd9022f1130349398f58b9d206e088e06f5c4a52d10c9fe8,cf94e64d02cda20bbd9022f1130349398f58b9d206e088e06f5c4a52d10c9fe8,true,false,0.3.1,evalplus_0.3.1_check_correctness_subset
mbpp_q35_9b_ca_exp40_r002,candidate_a_scaffold,Mbpp/430,33,02fb6deccf752f23de0f600cd40eba0980ce10b5b9a256c341667c8872d0fedc,fail,fail,fail,fail,failure,failure,abc344bb2958d727482eb4d8395490e8d29e0b58ab7d81baa08bee269a353f8f,abc344bb2958d727482eb4d8395490e8d29e0b58ab7d81baa08bee269a353f8f,true,false,0.3.1,evalplus_0.3.1_check_correctness_subset
mbpp_q35_9b_ca_exp40_r002,candidate_a_scaffold,Mbpp/430,44,ee8b57d48679cf202a7a1487bde8d750919e74a34fa593a88239f62f9fdbd14a,fail,fail,fail,fail,failure,failure,cca5ba4727b23a97b525f324bf3566c7726dfc6e0fb7e66996ced982eb96a0c1,cca5ba4727b23a97b525f324bf3566c7726dfc6e0fb7e66996ced982eb96a0c1,true,false,0.3.1,evalplus_0.3.1_check_correctness_subset
mbpp_q35_9b_ca_exp40_r002,candidate_a_scaffold,Mbpp/430,55,a3e6c64fc92820e86204e6c32713e81457f3aa90388e2f698f36b05527cba204,fail,fail,pass,pass,failure,failure,9f8d9ccbb68085c931d5a95bb5c16aaef7fd223b56563a8036b228d9a94fcee6,9f8d9ccbb68085c931d5a95bb5c16aaef7fd223b56563a8036b228d9a94fcee6,true,false,0.3.1,evalplus_0.3.1_check_correctness_subset
mbpp_q35_9b_ca_exp40_r002,candidate_a_scaffold,Mbpp/67,11,f2824a328dc6362f69e48fc7c41bb21bc24bd2331edc93dbae359691f79c834c,fail,fail,fail,fail,failure,failure,b5fa3a2d9ea7f4138f85f85739db489fc4748b52f9aaedd7e1dd570110455199,b5fa3a2d9ea7f4138f85f85739db489fc4748b52f9aaedd7e1dd570110455199,true,false,0.3.1,evalplus_0.3.1_check_correctness_subset
mbpp_q35_9b_ca_exp40_r002,candidate_a_scaffold,Mbpp/67,22,ef4ce941b174958087fed6064537ba440a68f13586afeb0453854cba8056ec44,fail,fail,fail,fail,failure,failure,edb5247c0a34838542620bd742534ea7a883f917733f1faaab379b301202819b,edb5247c0a34838542620bd742534ea7a883f917733f1faaab379b301202819b,true,false,0.3.1,evalplus_0.3.1_check_correctness_subset
mbpp_q35_9b_ca_exp40_r002,candidate_a_scaffold,Mbpp/67,33,6792b7dd134c81f05b9d31cce888520f845da6d74a383ab8ed53a5bad0fe4fa1,fail,fail,fail,fail,failure,failure,8e0bab299b0d35483e66317e3f9b1e346361b062d55f379619d423b34631019f,8e0bab299b0d35483e66317e3f9b1e346361b062d55f379619d423b34631019f,true,false,0.3.1,evalplus_0.3.1_check_correctness_subset
mbpp_q35_9b_ca_exp40_r002,candidate_a_scaffold,Mbpp/67,44,b63d746f4aa31a9c141a2c0b47334ae8634f02d8d1147ba44f3180ca7f5e599d,fail,fail,pass,pass,failure,failure,7284d40aa019bfb730f949bd4bab7b392b80088adc499698084519d8d1bf241b,7284d40aa019bfb730f949bd4bab7b392b80088adc499698084519d8d1bf241b,true,false,0.3.1,evalplus_0.3.1_check_correctness_subset
mbpp_q35_9b_ca_exp40_r002,candidate_a_scaffold,Mbpp/67,55,70d127bf58920f59fe1371f0129554c1612066692962a395cfe9f6dd122245cf,fail,fail,fail,fail,failure,failure,089b152ea60e5af535cd52b1445b2c1eb662d9c805161b032a9f1797d52c78ef,089b152ea60e5af535cd52b1445b2c1eb662d9c805161b032a9f1797d52c78ef,true,false,0.3.1,evalplus_0.3.1_check_correctness_subset
mbpp_q35_9b_ca_exp40_r002,candidate_a_scaffold,Mbpp/11,11,ea7a9ac15b3c7d59a74a7b714853ec8b7db3e53cd15a19ffeaa4a2f690fdd450,pass,pass,pass,pass,success,success,95e98b95d4817a84e8f1570a5e291695bf86946246d13d9aa6f0304846710c55,95e98b95d4817a84e8f1570a5e291695bf86946246d13d9aa6f0304846710c55,true,false,0.3.1,evalplus_0.3.1_check_correctness_subset
mbpp_q35_9b_ca_exp40_r002,candidate_a_scaffold,Mbpp/11,22,29388f820237a9bd9be4d4d312813cf0ddd7606d36b2af00eef7dcb91e46f2f9,fail,fail,pass,pass,failure,failure,93931ac9f66482dbf7b5ac3bd838750763130d54f15fa6e00075b6b127451052,93931ac9f66482dbf7b5ac3bd838750763130d54f15fa6e00075b6b127451052,true,false,0.3.1,evalplus_0.3.1_check_correctness_subset
mbpp_q35_9b_ca_exp40_r002,candidate_a_scaffold,Mbpp/11,33,c9b99d1e2b42392aa1a66f1095ba366b996e6d39c2a808bc19f99c50fe8579af,fail,fail,pass,pass,failure,failure,bb9b0342577e7f03562ecb54ca76e1678f0391bd45d59027165062fd2a720a39,bb9b0342577e7f03562ecb54ca76e1678f0391bd45d59027165062fd2a720a39,true,false,0.3.1,evalplus_0.3.1_check_correctness_subset
mbpp_q35_9b_ca_exp40_r002,candidate_a_scaffold,Mbpp/11,44,a3407dae3c2e8e7bc546198b06f1126a07d7f6a02ba02451002396baae88d31e,fail,fail,pass,pass,failure,failure,93931ac9f66482dbf7b5ac3bd838750763130d54f15fa6e00075b6b127451052,93931ac9f66482dbf7b5ac3bd838750763130d54f15fa6e00075b6b127451052,true,false,0.3.1,evalplus_0.3.1_check_correctness_subset
mbpp_q35_9b_ca_exp40_r002,candidate_a_scaffold,Mbpp/11,55,d71007de8a1c70894244a6556be91f5bbac2e67d85f5e293ecb8a541bdc383fc,fail,fail,pass,pass,failure,failure,93931ac9f66482dbf7b5ac3bd838750763130d54f15fa6e00075b6b127451052,93931ac9f66482dbf7b5ac3bd838750763130d54f15fa6e00075b6b127451052,true,false,0.3.1,evalplus_0.3.1_check_correctness_subset
mbpp_q35_9b_ca_exp40_r002,candidate_a_scaffold,Mbpp/162,11,36b544dd1f6355a2f6b104179da03edce8c9b86695ea5cd2710b5a02b784c911,pass,pass,pass,pass,success,success,fdedc718a91a3ac60a6604b5bb55fd44d7b84eb28c3a503cf64c8138e1d4889c,fdedc718a91a3ac60a6604b5bb55fd44d7b84eb28c3a503cf64c8138e1d4889c,true,false,0.3.1,evalplus_0.3.1_check_correctness_subset
mbpp_q35_9b_ca_exp40_r002,candidate_a_scaffold,Mbpp/162,22,ff0342a7a58e8c56c5a3f25a7b12d7ec54e2a2960d9c210007e7162cf274dd32,pass,pass,pass,pass,success,success,246a6a631a7fc1c41914c2043a5ad02e65b12bbe59a97f33881e3b42b7c81574,246a6a631a7fc1c41914c2043a5ad02e65b12bbe59a97f33881e3b42b7c81574,true,false,0.3.1,evalplus_0.3.1_check_correctness_subset
mbpp_q35_9b_ca_exp40_r002,candidate_a_scaffold,Mbpp/162,33,fdba6f8a2a39c308e07095ecc0e7564a065ad7de8fc81993935941346b6c1654,pass,pass,pass,pass,success,success,fdedc718a91a3ac60a6604b5bb55fd44d7b84eb28c3a503cf64c8138e1d4889c,fdedc718a91a3ac60a6604b5bb55fd44d7b84eb28c3a503cf64c8138e1d4889c,true,false,0.3.1,evalplus_0.3.1_check_correctness_subset
mbpp_q35_9b_ca_exp40_r002,candidate_a_scaffold,Mbpp/162,44,3702816c047faaa3eafb77109ed89661e416142f8a983172ee0757946a84f0e8,pass,pass,pass,pass,success,success,426d2e7da63504c81ae1729b7fa57bf76e5bf7efb1c1336c020d359c1ca3c60c,426d2e7da63504c81ae1729b7fa57bf76e5bf7efb1c1336c020d359c1ca3c60c,true,false,0.3.1,evalplus_0.3.1_check_correctness_subset
mbpp_q35_9b_ca_exp40_r002,candidate_a_scaffold,Mbpp/162,55,e5b15d083ef6fbe8ee4de29ae0e244fa9155f64dbe2d1fff5ffcf2fbbcc170bb,pass,pass,pass,pass,success,success,35bc652790629a5d4319af3df1f805424bfb5ef49348f45c1d132141bec7c360,35bc652790629a5d4319af3df1f805424bfb5ef49348f45c1d132141bec7c360,true,false,0.3.1,evalplus_0.3.1_check_correctness_subset
mbpp_q35_9b_ca_exp40_r002,candidate_a_scaffold,Mbpp/432,11,3b580361d4df8bef178b7bc5056b747c9a75f10aef70b1eb665b21678ae2decf,fail,fail,fail,fail,failure,failure,5712c5fde227ffe6b769ac9bc74bd670f436e4e6599009454ac12878e1eadc16,5712c5fde227ffe6b769ac9bc74bd670f436e4e6599009454ac12878e1eadc16,true,false,0.3.1,evalplus_0.3.1_check_correctness_subset
mbpp_q35_9b_ca_exp40_r002,candidate_a_scaffold,Mbpp/432,22,f7aebc9505953be26b8f25bfeb7002ba1d62d8eb2a080522945f4bd3f07921ba,pass,pass,pass,pass,success,success,0af2e411f0d8c5581be8b1dabb0583b3870e34337ce2c9d31f3c8ea64bd8dd6e,0af2e411f0d8c5581be8b1dabb0583b3870e34337ce2c9d31f3c8ea64bd8dd6e,true,false,0.3.1,evalplus_0.3.1_check_correctness_subset
mbpp_q35_9b_ca_exp40_r002,candidate_a_scaffold,Mbpp/432,33,96b47b4e7676d8c0150302a46f9bb2f705b8c6718b5e9d182b535bf40adb369f,pass,pass,pass,pass,success,success,7681ba5bc7dd007968f79b36be5290fe3617d0ee6e4bbec05e868ea126c24b35,7681ba5bc7dd007968f79b36be5290fe3617d0ee6e4bbec05e868ea126c24b35,true,false,0.3.1,evalplus_0.3.1_check_correctness_subset
mbpp_q35_9b_ca_exp40_r002,candidate_a_scaffold,Mbpp/432,44,a60f26b9dd7b97aa6789190312a0c2a2d7dcbac2d469d6ab4a924a06815b212c,pass,pass,pass,pass,success,success,4903d505a977ec35aef504593b79db8f7397964ef2c78fa86737e2e97e4be365,4903d505a977ec35aef504593b79db8f7397964ef2c78fa86737e2e97e4be365,true,false,0.3.1,evalplus_0.3.1_check_correctness_subset
mbpp_q35_9b_ca_exp40_r002,candidate_a_scaffold,Mbpp/432,55,edaddd22ef12f8c5b350feafacdf0fb2a5653199b2c0024b7f350a7d0e857ecc,pass,pass,pass,pass,success,success,235dc548c94f41b37c8673be37aff55f9566ef7ebf0d4408247a6b46b2707cc8,235dc548c94f41b37c8673be37aff55f9566ef7ebf0d4408247a6b46b2707cc8,true,false,0.3.1,evalplus_0.3.1_check_correctness_subset
mbpp_q35_9b_ca_exp40_r002,candidate_a_scaffold,Mbpp/572,11,ebc852cea523b3a31b1de11333a5ea9dff202cc6c24dd76d3c16253d11d5b01f,fail,fail,pass,pass,failure,failure,5e4f3547d664de916546e430068ff97295cdfb83fa156ec81f847f5bbe18a76a,5e4f3547d664de916546e430068ff97295cdfb83fa156ec81f847f5bbe18a76a,true,false,0.3.1,evalplus_0.3.1_check_correctness_subset
mbpp_q35_9b_ca_exp40_r002,candidate_a_scaffold,Mbpp/572,22,9cef8778d3ad4c29f52fc92e00f86d75e22dacc84227c0f244784dde603550a0,fail,fail,pass,pass,failure,failure,5e4f3547d664de916546e430068ff97295cdfb83fa156ec81f847f5bbe18a76a,5e4f3547d664de916546e430068ff97295cdfb83fa156ec81f847f5bbe18a76a,true,false,0.3.1,evalplus_0.3.1_check_correctness_subset
mbpp_q35_9b_ca_exp40_r002,candidate_a_scaffold,Mbpp/572,33,35ec2032d7a417a325d1cb702fcdc36e197c177d34249bd9d563978fb2c0187b,fail,fail,pass,pass,failure,failure,5e4f3547d664de916546e430068ff97295cdfb83fa156ec81f847f5bbe18a76a,5e4f3547d664de916546e430068ff97295cdfb83fa156ec81f847f5bbe18a76a,true,false,0.3.1,evalplus_0.3.1_check_correctness_subset
mbpp_q35_9b_ca_exp40_r002,candidate_a_scaffold,Mbpp/572,44,9c8dc02366b3c1051a91f72e43f67f9b3a433adc7f5cb40c6fe09ea81237eff5,fail,fail,pass,pass,failure,failure,5e4f3547d664de916546e430068ff97295cdfb83fa156ec81f847f5bbe18a76a,5e4f3547d664de916546e430068ff97295cdfb83fa156ec81f847f5bbe18a76a,true,false,0.3.1,evalplus_0.3.1_check_correctness_subset
mbpp_q35_9b_ca_exp40_r002,candidate_a_scaffold,Mbpp/572,55,ea244cfc20b33636c1f3b43d569e420b320193b442a4a498d50dce4bce4b6c2d,pass,pass,pass,pass,success,success,8457d9416eb7d3ed0c6227adf2ab56c2b21782218bff8847a7aa61a7998268b3,8457d9416eb7d3ed0c6227adf2ab56c2b21782218bff8847a7aa61a7998268b3,true,false,0.3.1,evalplus_0.3.1_check_correctness_subset
mbpp_q35_9b_ca_exp40_r002,candidate_a_scaffold,Mbpp/626,11,a2014bcaf9ceea8a83a28725c85bcf716912917b79f0701341e8bde68916e966,fail,fail,pass,pass,failure,failure,6adfd5990fb948683c8749e3b2533039274f18215c2f157560d6d4269f5e9581,6adfd5990fb948683c8749e3b2533039274f18215c2f157560d6d4269f5e9581,true,false,0.3.1,evalplus_0.3.1_check_correctness_subset
mbpp_q35_9b_ca_exp40_r002,candidate_a_scaffold,Mbpp/626,22,3129be26adc89179e7f35e6d55d74396e1eb8c058d906d6b73514e64dfd58ad5,pass,pass,pass,pass,success,success,c5b0a3a3b9ed8bfe75ddd15d8e5c6356126e0602e1ccbd4e165c4926b5658a21,c5b0a3a3b9ed8bfe75ddd15d8e5c6356126e0602e1ccbd4e165c4926b5658a21,true,false,0.3.1,evalplus_0.3.1_check_correctness_subset
mbpp_q35_9b_ca_exp40_r002,candidate_a_scaffold,Mbpp/626,33,407d33b90c425b6f39c5c8fa8156e6430fe6c8b698bdd832c4c9ac44d3a94150,fail,fail,pass,pass,failure,failure,1831010029ad7a1f457a1e0e9d36052f6d8bea5936795af84b566279facfc124,1831010029ad7a1f457a1e0e9d36052f6d8bea5936795af84b566279facfc124,true,false,0.3.1,evalplus_0.3.1_check_correctness_subset
mbpp_q35_9b_ca_exp40_r002,candidate_a_scaffold,Mbpp/626,44,5d7be6db8712418cff88983f7b41b0928ff4662c1fc0f6e9c6c421432cc020d4,pass,pass,pass,pass,success,success,9e3eaf3446835e1193cc3a80475331a3ddcb48b5b4c744ead332a98ba501ecde,9e3eaf3446835e1193cc3a80475331a3ddcb48b5b4c744ead332a98ba501ecde,true,false,0.3.1,evalplus_0.3.1_check_correctness_subset
mbpp_q35_9b_ca_exp40_r002,candidate_a_scaffold,Mbpp/626,55,6ccfbcecdfae471a6b22e29911421cf42b06898adfcd6bc013c0622b866a914b,pass,pass,pass,pass,success,success,3b423c777f5e9be7dbe164609b765a8c1dc788f27424be0b53eb16dcf1100a78,3b423c777f5e9be7dbe164609b765a8c1dc788f27424be0b53eb16dcf1100a78,true,false,0.3.1,evalplus_0.3.1_check_correctness_subset
mbpp_q35_9b_ca_exp40_r002,candidate_a_scaffold,Mbpp/138,11,64e1dabddddc7dff4d0ebc029664d0f143975b024f77c074c56dbbdce7e578fe,fail,fail,pass,pass,failure,failure,8f872985c64a6477a5cd5b4fdeb662ae6a8a87ef856abf34ecd6c5a71b2d31e6,8f872985c64a6477a5cd5b4fdeb662ae6a8a87ef856abf34ecd6c5a71b2d31e6,true,false,0.3.1,evalplus_0.3.1_check_correctness_subset
mbpp_q35_9b_ca_exp40_r002,candidate_a_scaffold,Mbpp/138,22,ee0de8e92354ed64e22224161619f7d66c1f559f314a7304712234efcd452570,fail,fail,pass,pass,failure,failure,706c32596e648b39036c487a390c0aacfa27e621fd6af360c61b6d5459e62cfd,706c32596e648b39036c487a390c0aacfa27e621fd6af360c61b6d5459e62cfd,true,false,0.3.1,evalplus_0.3.1_check_correctness_subset
mbpp_q35_9b_ca_exp40_r002,candidate_a_scaffold,Mbpp/138,33,cb09809d44070353618838436e963ecbf6c53e9d22d64cced2692a8fe301f600,fail,fail,pass,pass,failure,failure,7f24436f7dd278bcb2e7c735da06a5a11a09a466aab0abf1b0cb608baf6f0eff,7f24436f7dd278bcb2e7c735da06a5a11a09a466aab0abf1b0cb608baf6f0eff,true,false,0.3.1,evalplus_0.3.1_check_correctness_subset
mbpp_q35_9b_ca_exp40_r002,candidate_a_scaffold,Mbpp/138,44,be65fab5b260dc28b4b41cb44f815576bef790dda73bec10eacd9a56bddde22e,fail,fail,pass,pass,failure,failure,cf17310083d629ebce030e8a9c6b205d9eb13f76c42dd3a1099b2f0b74082c13,cf17310083d629ebce030e8a9c6b205d9eb13f76c42dd3a1099b2f0b74082c13,true,false,0.3.1,evalplus_0.3.1_check_correctness_subset
mbpp_q35_9b_ca_exp40_r002,candidate_a_scaffold,Mbpp/138,55,8042bda31b5f64b902966d2f3a03e52db57b736a40c6c506869e1f38a1c6fb68,fail,fail,pass,pass,failure,failure,2128ffa3f320a22c4e05038e77ce83bd14f9c9add78560e05d6d28667bbc07f5,2128ffa3f320a22c4e05038e77ce83bd14f9c9add78560e05d6d28667bbc07f5,true,false,0.3.1,evalplus_0.3.1_check_correctness_subset
mbpp_q35_9b_ca_exp40_r002,candidate_a_scaffold,Mbpp/244,11,da5408a6135c4adfbfdde2d27836b0e8e8f044b21f2b27c63fe55e433209b635,fail,fail,pass,pass,failure,failure,c72fd96a7c231c1c50016cb898cadb41e08d679ce2032e3bcb92b92a508e7463,c72fd96a7c231c1c50016cb898cadb41e08d679ce2032e3bcb92b92a508e7463,true,false,0.3.1,evalplus_0.3.1_check_correctness_subset
mbpp_q35_9b_ca_exp40_r002,candidate_a_scaffold,Mbpp/244,22,c46b6d0545afc4351c7b21c4c6c03597e0b28b105c2af0c0ffa6f0b971200cea,fail,fail,pass,pass,failure,failure,c72fd96a7c231c1c50016cb898cadb41e08d679ce2032e3bcb92b92a508e7463,c72fd96a7c231c1c50016cb898cadb41e08d679ce2032e3bcb92b92a508e7463,true,false,0.3.1,evalplus_0.3.1_check_correctness_subset
mbpp_q35_9b_ca_exp40_r002,candidate_a_scaffold,Mbpp/244,33,6a98b3ddbcef2f11364099b7aaab3eecfbdb56575cdd1cc3f2c2fb53c64ab8b1,fail,fail,pass,pass,failure,failure,aa78c5d6602afd53099dfe4495699ec58e158395cf525100c62b1d86ec5f58d8,aa78c5d6602afd53099dfe4495699ec58e158395cf525100c62b1d86ec5f58d8,true,false,0.3.1,evalplus_0.3.1_check_correctness_subset
mbpp_q35_9b_ca_exp40_r002,candidate_a_scaffold,Mbpp/244,44,91327996b2dae8c5d3e69f91373ec983fdf08c3659e5710f47aa4851a4f5af39,fail,fail,pass,pass,failure,failure,fc3e255523c83547c1501743e3d9f6058669abf320a79f1c26579f1c8e606863,fc3e255523c83547c1501743e3d9f6058669abf320a79f1c26579f1c8e606863,true,false,0.3.1,evalplus_0.3.1_check_correctness_subset
mbpp_q35_9b_ca_exp40_r002,candidate_a_scaffold,Mbpp/244,55,5e014684a181ab6e5a356286c5169a884df98dd0a4ea9470116492d2a6ada442,fail,fail,pass,pass,failure,failure,d2c1838f2686c5c3b812ce19f89719ff4cc82f5d6bd4aabff83d3072dc85787d,d2c1838f2686c5c3b812ce19f89719ff4cc82f5d6bd4aabff83d3072dc85787d,true,false,0.3.1,evalplus_0.3.1_check_correctness_subset
mbpp_q35_9b_ca_exp40_r002,candidate_a_scaffold,Mbpp/735,11,cd5e5158c62e674c16d1cb038b7aef17966b88ca3a7973a3459ccf77cf83de34,fail,fail,pass,pass,failure,failure,ca8edb30eccfa96feb21ef2a1e151e17ffe70e09a75361e4ad35ad6319b6cdda,ca8edb30eccfa96feb21ef2a1e151e17ffe70e09a75361e4ad35ad6319b6cdda,true,false,0.3.1,evalplus_0.3.1_check_correctness_subset
mbpp_q35_9b_ca_exp40_r002,candidate_a_scaffold,Mbpp/735,22,dd29996894a29e5842759950953e64e843985c8bae90ef1d4d3f89c32c66549f,fail,fail,pass,pass,failure,failure,3b9839b82eae2a839b286666b45a976e2ac0d29b1e6b378c59cb639757e7d5bc,3b9839b82eae2a839b286666b45a976e2ac0d29b1e6b378c59cb639757e7d5bc,true,false,0.3.1,evalplus_0.3.1_check_correctness_subset
mbpp_q35_9b_ca_exp40_r002,candidate_a_scaffold,Mbpp/735,33,e05bed082c57cf75a12a1f07380cb32fe1eafacf50308353ca0c4c33b8286987,fail,fail,pass,pass,failure,failure,33c23a697127f2e78dfe88417ea71c45d8e9d7954496615571530145a4f25940,33c23a697127f2e78dfe88417ea71c45d8e9d7954496615571530145a4f25940,true,false,0.3.1,evalplus_0.3.1_check_correctness_subset
mbpp_q35_9b_ca_exp40_r002,candidate_a_scaffold,Mbpp/735,44,177fcbfe74dea61d45b5571326e35865048e63966f1d64a15393cfc191d03cbb,fail,fail,pass,pass,failure,failure,993f6230b3d853f72ba72e0a1430d85bfef63ba50f217650f2d64e39788ffa79,993f6230b3d853f72ba72e0a1430d85bfef63ba50f217650f2d64e39788ffa79,true,false,0.3.1,evalplus_0.3.1_check_correctness_subset
mbpp_q35_9b_ca_exp40_r002,candidate_a_scaffold,Mbpp/735,55,ef0ae1b2fc4b0d38d168b900923bc53089f51500846dea0b1bb51565c0b89078,fail,fail,pass,pass,failure,failure,12171ad86225aef6518ed4acf1e3ffa59867c37a44d51d8139332b72a487539e,12171ad86225aef6518ed4acf1e3ffa59867c37a44d51d8139332b72a487539e,true,false,0.3.1,evalplus_0.3.1_check_correctness_subset
mbpp_q35_9b_ca_exp40_r002,candidate_a_scaffold,Mbpp/14,11,c054a78d4749394dfebe3fd3dbea71d742d99c88025dd0ee823d2fc6006aeaeb,fail,fail,pass,pass,failure,failure,9b4d4bac8b74d915cb3d1fa1a8358fa0387bf46c3e50ac6289f2e87df0331431,9b4d4bac8b74d915cb3d1fa1a8358fa0387bf46c3e50ac6289f2e87df0331431,true,false,0.3.1,evalplus_0.3.1_check_correctness_subset
mbpp_q35_9b_ca_exp40_r002,candidate_a_scaffold,Mbpp/14,22,847ca4a4187d93f8fe925f3490a17ae696895ea54a39c19268a5ab328d36b1db,fail,fail,fail,fail,failure,failure,4a37099f9a8739c9db5de546f3e74e03671198d402f5d975e9d4344ea9234800,4a37099f9a8739c9db5de546f3e74e03671198d402f5d975e9d4344ea9234800,true,false,0.3.1,evalplus_0.3.1_check_correctness_subset
